ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
孩子一直母乳，刚断奶不喝奶粉。这个容易适应吗？,2017-06-30 12:53:42,刚开始肯定抵触的，要一段时间就喝了，不错的奶粉！,2017-06-30 12:53:42,2017-06-30 12:54:00
启赋奶粉浓不浓？比起合生元哪款更淡?,2017-07-19 13:58:04,我家一直喝这个，这个很好,2017-07-19 13:58:04,2017-07-19 13:58:08
启赋奶粉怎么样，上火吗,2018-02-04 12:02:21,应仁而异,2018-02-04 12:02:21,2018-02-04 12:02:25
什么时候的日期,2018-05-28 10:00:42,放心，离过期日还早着呢,2018-05-28 10:00:42,2018-05-28 10:01:00
奶粉怎么样？孩子喜欢吗？我家宝贝纯母乳也不知道喜欢吧？,2018-05-09 14:06:40,我家的这个，膳儿加，小安素，都试过，没有一种喜欢的😭,2018-05-09 14:06:40,2018-05-09 14:06:50
这奶粉口味甜吗,2018-02-04 12:02:32,甜 香 好喝,2018-02-04 12:02:32,2018-02-04 12:02:45
含DHA吗？,2018-06-20 12:32:55,含,2018-06-20 12:32:55,2018-06-20 12:33:00
启赋3段觉得还是很腥，铂臻3段，这两款比较铂臻会不会甜些,2019-08-21 15:15:07,我家孩子也是刚开始不喝，我就在她的水壶里给她冲得淡，喝了几天就要吃了,2019-08-04 18:58:48,2019-08-05 06:45:10
湿法工艺还是干法工艺,2019-08-19 16:23:10,鲜奶,2019-08-19 09:27:43,2019-08-19 13:43:31
请问各位这款奶粉好冲吗？为什么我冲了老是有一些溶不掉一坨坨的？,2019-06-30 17:50:45,好冲啊 摇一摇 搅一搅就好,2018-03-23 20:06:36,2018-03-23 20:06:55
喝了宝宝上火吗？在家之前吃美素佳儿，大便干燥拉不出来,2018-03-13 23:12:14,没问题的，排便困难可以多吃一些蔬菜，菠菜有益于排便的,2018-03-13 23:12:14,2018-03-13 23:12:35
这个奶粉能缓解便秘么,2019-10-10 09:09:52,大家有没有觉得这个味道有点腥啊，宝宝不怎么爱喝，一次就喝60左右,2018-04-04 08:43:19,2018-04-04 08:43:30
我家宝宝之前喝美赞臣的，现在换这个不喝！,2018-04-06 09:14:50,宝宝有些比较挑，每个宝宝不太一样，我家就是什么都喝,2018-01-10 17:53:59,2019-01-20 20:42:40
为什么那么便宜,2018-02-04 12:04:06,得了便宜还卖乖,2018-02-04 12:04:06,2018-02-04 12:04:25
14个月应该喝2段还是3段？,2018-02-04 12:03:48,3段哦⊙&forall;⊙！,2018-02-04 12:03:48,2018-02-04 12:04:05
宝妈们，别的牌子喝过吗？不知道别的牌子怎么样，,2017-09-30 08:13:33,适合自己就好,2017-09-30 08:13:33,2017-09-30 08:13:40
这款奶粉喝了上火吗？会不会便秘,2017-12-13 09:44:28,我家经常上火，干燥，所以现在就给少放点奶粉。,2017-12-13 09:44:28,2017-12-13 09:44:35
这个奶粉还挺甜的，宝宝喜欢喝但是担心对牙齿不好,2018-04-06 09:14:18,不知道，,2018-04-06 09:14:18,2018-04-06 09:14:45
为什么小罐装的没有自封盖啊？,2018-06-20 12:32:45,有,2018-06-20 12:32:45,2018-06-20 12:33:00
受热是上火吗？,2018-01-10 20:15:02,不上火,2018-01-10 20:15:02,2018-01-10 20:15:25
这个奶粉有几个版本，咋样区分,2018-06-11 12:14:35,升级过了,2018-06-11 12:14:35,2018-06-11 12:14:40
怎么宝宝喝了不长肉呢？是不吸收吗,2019-07-25 15:01:55,过了一岁直接从一段到3段吗，2段适用时间处于一三段中间呢,2018-03-04 07:48:44,2018-03-04 07:49:05
奶粉冲调好之后有小黑点什么情况,2018-03-21 00:08:05,没看到,2018-03-21 00:08:05,2018-03-21 00:08:10
请问各位宝爸宝妈，我家宝宝现在22个月了 现在喝澳洲金装爱他美，请问换启赋ok吗？有没有宝妈有一样的？,2017-11-30 12:10:27,我家一直吃的，还好,2017-11-30 12:10:27,2017-11-30 12:10:30
宝宝喝了这个奶粉，拉大便是墨绿色，正常吗？有谁的也是这样？？,2017-11-24 16:19:32,你宝宝受热了,2017-10-21 20:28:17,2017-10-21 20:33:40
两周岁的孩子一天按400毫升的量计算，这一罐400克的能喝多少天？,2019-04-16 19:08:55,一勺好像5克吧，可以大概冲45毫升，400克大概&hellip;&hellip;,2019-04-16 19:08:49,2019-04-16 19:08:55
大人能喝吗,2019-04-10 22:14:25,不好,2019-04-10 22:14:22,2019-04-10 22:14:25
130毫升的水陪三勺子奶粉，要是4勺子奶粉加多少水,2018-02-26 00:47:34,60毫升水放俩勺子多吗,2018-02-26 00:47:34,2018-02-26 00:47:40
两个启赋怎么价格差那么多,2017-11-24 16:20:47,大小不同,2017-11-24 16:20:47,2017-11-24 16:20:55
生产日期是什么时候的？,2018-01-19 22:54:36,17年4月,2018-01-19 22:54:36,2018-01-19 22:54:45
奶粉是不是换包装了，新版的字体颜色是不是淡一点,2018-01-03 13:12:04,没太注意,2018-01-03 13:12:04,2018-01-03 13:12:25
保质期是何时到何时？,2018-02-04 12:02:11,很新鲜 2019年中下旬,2018-02-04 12:02:11,2018-02-04 12:02:25
"女儿28个月肠胃比较弱,之前喝皇家美素,怎奈之前买的奶粉时间比较久(距离购买甚至有快一年的),想问下买过的亲,能否转启赋",2017-12-12 00:27:50,28个月都比较大了，什么都吃了，转奶没什么问题。,2017-12-12 00:27:50,2017-12-12 00:27:55
拒收了多久可以退钱,2018-03-09 18:18:32,没有拒收过,2018-03-09 18:18:32,2018-03-09 18:18:50
有常买400g的买家吗，是否和900g的相同？,2017-10-23 22:12:21,一样,2017-10-23 22:12:21,2017-10-23 22:12:30
现在买的生产日期是什么时候的？,2017-11-22 16:46:20,各个库出来的好像不太一样,2017-11-22 16:46:20,2017-11-22 16:46:25
这个400g的，你们收到的日期是几月份的？,2017-06-23 12:04:49,新的 放心。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,2017-06-23 12:04:49,2017-06-23 12:05:10
三段启赋奶粉用多少度水冲调,2017-06-09 08:27:45,一般都有可以喝的温度,2017-06-09 08:27:45,2017-06-09 08:28:00
启赋奶粉上火吗？甜不甜？味道会不会很腥啊？,2017-10-08 17:40:31,宝宝换三段后便秘了！,2017-10-08 17:40:31,2017-10-08 17:40:35
为什么宝宝喝了奶粉后总哭闹呢？一直喝的都是这款奶粉啊！看着跟实体店的一样啊,2017-04-26 22:36:58,可能是宝宝还不是很适应这个口味吧，一次少吃点，慢慢加。我家宝宝倒是没有这种情况。,2017-04-26 22:36:58,2017-04-26 22:37:04
为什么这款奶粉喝着一股血腥味呢，都这样么？还是调配比例的问题。,2017-02-24 19:54:06,没有吧，我从来没闻到这样的气味,2017-02-24 19:54:06,2017-02-24 19:54:12
这个奶粉甜不甜,2017-02-15 12:47:08,不是很甜，对比过几种奶粉，这个还可以,2017-02-15 12:47:08,2017-02-15 12:47:12
启赋3段有香草味吗,1970-01-01 08:00:00,启赋的冲调比例是多少？一勺配多少水？看详情没看到,2018-05-03 07:05:36,2018-05-03 07:05:45
启赋怎么有两种包装两个价格啊,2018-05-22 15:35:04,我买了好多次，小孩喝的挺好。,2018-05-22 15:35:04,2018-05-22 15:35:15
这个奶粉新用户买活动力度很大呀，老用户买太贵了吧,2018-03-26 21:57:23,嗯嗯。,2018-03-26 21:57:23,2018-03-26 21:57:30
启赋的奶粉甜不甜，我怎么觉得那么香甜，还没有美素的细腻，比较起来看着又黄，又有点潮糊糊的感觉,2018-06-19 19:10:47,没有美素甜，很香，美素有甜味剂,2018-06-19 19:10:47,2018-06-19 19:10:55
这个是不是换包装了，感觉和之前不一样了,2018-03-10 22:53:20,我是第一次买,2018-03-10 22:53:20,2018-03-10 22:53:45
我货没收到，为什么签单了,2018-05-07 13:35:55,问快递员,2018-05-07 13:35:55,2018-05-07 13:36:10
为什么我买的奶粉比较香，有点刺鼻，就像豆奶粉的香味呢，喝完之后还有涩涩的感觉,2018-12-20 22:05:40,没事哒，三段奶粉有香味很正常，在国家范围内的不会影响健康的。,2018-12-18 12:27:17,2018-12-18 12:27:20
为什么我买的三段奶粉总是冲不开，有好多结块，55度水，50度水都有试过，有结块啊啊啊啊，怎么办,2018-12-21 17:50:19,水温可以稍高些，75度，多摇晃几下,2018-12-21 17:50:19,2018-12-21 17:50:25
请问怎么辨别真假呢？,2018-08-03 16:04:22,有防伪码,2018-08-03 16:04:22,2018-08-03 16:04:25
一岁9个月因为之前过敏一直吃着水解奶粉现在刚转这个奶粉，转奶期间发烧，老是吞口水，感觉有痰，还不太爱喝。大便就正常  ，是奶粉不适合吗，我想转回去了。这个奶粉感觉冲出来好浓,1970-01-01 08:00:00,今天下单！日期是今年？？？？？？,2019-04-11 21:30:29,2019-04-11 21:30:35
今天下单     日期是今年的？？？？？,2019-04-12 08:38:40,我收到的货是18年10月的,2019-04-12 08:38:37,2019-04-12 08:38:40
奶粉很难冲开，为什么那么难冲开？,2019-04-02 06:16:30,先放适当的温水，水温合适就好了，一摇就可以食用了！,2019-04-02 06:16:26,2019-04-02 06:16:30
第一次换这个奶粉，发现用四十度温水冲不能完全溶解，这个正常吗？问客服说让我用五十度的温开水冲一下看看，前面喝的飞鹤都是四十度就能溶解。,2019-04-05 15:47:15,第三段奶粉不好溶解,2019-04-01 19:32:02,2019-04-01 19:32:05
第一次在网上买，打惠氏客服电话，说是正品，但是感觉这次网上买的泡沫特别多，让人费劲,2017-12-26 09:00:44,第一次在京东买奶粉，专门打咯惠氏专线，问咯是正品，棒棒的,2017-12-26 09:00:44,2017-12-26 09:01:05
这不是爱尔兰进口吗？为什么我的显示来自德国,1970-01-01 08:00:00,为什么这款奶粉总喜欢沾杯，我家宝宝喝完以后奶嘴都堵上了,2019-07-04 09:16:24,2019-07-04 09:16:30
一般用多少度的水冲啊，之前一直母乳，快断奶想加点奶粉，但感觉40多度的水好像冲不开不好溶解似的,2019-03-07 13:40:57,我的还吃母乳，奶粉只是用来做辅食，温度没那么严格，每次就是加完水摸着瓶子稍微有点烫手就可以了,2019-03-06 08:41:59,2019-03-06 08:42:05
这个甜不甜，会不会很香，蓝臻3段太甜，太香，打算换,2018-10-09 09:22:31,还可以，不是很甜，味道还可以。,2018-10-09 09:22:31,2018-10-09 09:22:55
现在购买生产日期鲜吗？,2018-10-20 18:47:49,还比较新的日期,2018-10-20 18:47:49,2018-10-20 18:48:15
生产日期都是什么时候的,2019-04-14 18:28:55,2018年8月25日,2019-04-14 18:28:48,2019-04-14 18:28:55
配的有勺子吗，我家没有勺子，第一次买奶粉喝。,2019-05-05 15:41:25,有，在奶粉里,2019-05-05 15:41:21,2019-05-05 15:41:25
这奶粉怎么这么便宜才一百多？,2018-08-08 11:51:56,只有400g,2018-08-08 11:51:56,2018-08-08 11:52:21
每次喝完，瓶底都是结块，溶解不开！你们遇到吗？感觉买到假的了,2017-10-23 22:09:39,温度不要太高了 温水能溶解的 还有就是孩子喝到一半 最好再轻轻摇一下,2017-10-23 22:09:39,2017-10-23 22:09:50
小罐没有勺子？,2018-12-21 17:52:00,埋在奶粉里面了，如果奶粉里没有就是没有小勺子了,2018-12-21 17:52:00,2018-12-21 17:52:05
这奶粉喝了容易便秘吗？,2019-10-21 06:33:24,不会，挺好的。我家孩子一直喝的这个，没有发现便秘的情况。,2019-10-16 08:51:23,2019-10-16 10:08:30
原来喝启赋3现在喝蓝钻需要转奶么,2019-10-23 21:47:28,不用哦，我怕是直接给我姑娘喝的,2019-10-23 21:37:40,2019-10-23 21:47:28
生产日期怎么样？新吗？,2019-10-22 16:07:47,是新的,2019-10-22 15:46:54,2019-10-22 16:07:47
挂壁现象严重吗,2019-10-18 10:22:34,我觉得挺严重的,2019-08-30 07:30:33,2019-08-30 10:02:17
上不上火？,2019-09-28 22:17:29,还没喝，应该没事，多喝水,2019-09-28 22:08:58,2019-09-28 22:17:29
请问启赋蓝钻与原来的经典款配料有区别吗？,2019-09-29 07:49:04,两款都在吃。对比过营养成分表，一模一样。但两者味道有点不同，老款腥味更重一些，香草香精味也更重一些。蓝钻腥味很小，香草香精味也淡了很多。,2019-09-24 21:16:56,2019-09-24 22:04:44
老款和新款需要换奶吗？,2019-10-15 03:09:14,个人情况而定,2019-10-14 23:22:58,2019-10-15 03:09:14
蓝钻启赋和a2至初哪个配方更好，口味更好？,2019-08-30 07:06:15,启赋好吸收一些,2019-08-29 20:10:36,2019-08-30 07:06:15
亲们，启赋蓝钻配料表里面有 乙基香兰素吗,2019-10-10 13:56:31,是的  有的,2019-09-29 22:28:27,2019-09-29 22:35:46
请问这款有香兰素。,2019-10-12 16:24:40,评论的图片那么多，找个拍到配料表的打开看一下就知道了，百度也有那么多资料和图片，如果只是问有没有添加，这个东西有没有危害，有什么好处坏处之类问题请自己解决，不要在这里问这种浪费大家时间又影响大家看到更重要的问题,2019-10-11 11:50:15,2019-10-11 13:46:32
这个和普通的蓝盖配方营养成分表一模一样，为什么商家说多了两种元素，更好吸收，多在哪里,2019-09-19 19:38:20,细心看看，有些不一样,2019-09-19 19:03:23,2019-09-19 19:38:20
有试喝过的么？有腥味么？会结块么？,2019-09-21 09:24:41,结块，还不错吧,2019-09-19 18:39:12,2019-09-19 19:04:42
蓝钻和金罐850那个有什么区别？,2019-08-28 14:24:51,蓝钻好吧,2019-08-28 10:50:54,2019-08-28 14:24:51
蓝钻启赋与铂臻相比有什么不同？,1970-01-01 08:00:00,宝宝吃了三段蓝钻启赋260ml ，要过多久吃饭了，宝宝吃了三个小时了还不吃饭？好奇怪，变都不饿了,2019-08-19 15:37:37,2019-08-19 19:49:46
大包粉做的，不是鲜奶做的！,2019-08-29 00:18:48,是的，配料上写着的,2019-08-28 21:36:14,2019-08-29 00:18:48
看了配方和营养成分跟老款启赋一模一样，厂家宣传多了两样东西，不变配方和营养成分的情况下怎么添加的？,2019-10-21 14:10:21,营养成分表 是一模一样的,2019-10-21 11:36:40,2019-10-21 14:10:21
有没有添加香精,2019-10-11 19:51:34,有,2019-10-10 18:27:20,2019-10-10 18:35:45
有收到赠品的吗,2019-09-12 03:01:37,没有,2019-09-11 22:27:33,2019-09-12 03:01:37
有收到赠品的吗 我23号加的客服登记信息，现在还没有信儿,2019-09-21 14:47:46,我的也没有收到赠品,2019-09-15 15:05:51,2019-09-15 17:12:35
蓝钻和a2至初哪个好点？蓝钻里有乳铁蛋白吗？,2019-10-23 01:11:46,说是有，第一次购买，还可以,2019-10-22 23:30:48,2019-10-23 01:11:46
我家宝宝最近老是口腔溃疡或者就是喉咙发炎起泡，喝的奶粉是澳优美优高，也不知道是不是奶粉的原因，我想给宝宝换启赋，不知道大家宝宝们喝的启赋怎么样？给个建议，谢谢。,2019-04-11 14:59:09,启赋相对来说不怎上火，建议换启赋。口腔溃疡原因很多，根本上来说可以通过补充VC调理。水量也要保障，天太热，湿度大。,2017-07-02 12:51:13,2017-07-18 10:23:40
冲泡出来会有一坨坨的摇不开的 宝宝喝到最后 奶瓶底都是一坨坨的 水温调整过几次都不行 用力摇晃也还是不行 求解 奶粉会不会有问题,2019-10-17 22:10:29,要用搅拌，,2019-10-12 09:14:31,2019-10-12 10:52:48
这个奶粉吃了会上火吗？,2019-10-25 01:52:59,根据宝宝的体质决定的，我女儿喝了会有点上火，后来多喝水就行了，我儿子喝了不会上火，但是他主动要喝水的次数会多点。,2017-07-11 01:57:01,2017-07-18 10:19:45
现在278算便宜吗？双十一会不会更便宜呢,2019-09-24 13:37:50,买过最便宜的是250多，反正比我们实体便宜我就会囤货,2019-09-24 12:28:26,2019-09-24 13:37:50
三段的会不会很甜？,2019-09-16 16:33:47,不会，正常,2019-09-16 15:32:16,2019-09-16 16:33:47
飞鹤星飞帆和这个哪个好,2019-10-08 13:24:13,这个,2019-08-01 21:41:08,2019-08-01 21:41:15
请问配料表有糖吗 白砂糖 葡萄糖 麦芽糊精 之类的,2019-10-24 19:41:47,打客服电话很专业,2019-10-24 19:03:05,2019-10-24 19:41:47
宝宝体质差容易生病，喝这个可以提高免疫力吗,2019-10-21 12:45:39,奶粉是补充营养的，免疫力需要自己提高。,2019-10-21 08:25:04,2019-10-21 12:45:39
这个是每天喝四次，有没有调整奶量每天喝三次的呀？,2019-10-23 13:22:25,我们每天两次，早晚，三岁了,2019-10-14 19:25:25,2019-10-14 20:48:53
请问三段一勺奶粉多少升水，,2019-10-18 00:08:42,奶粉罐上标注3勺130毫升水，平均一勺43毫升水，所以我们家一勺奶粉配45毫升水。,2019-10-17 21:53:11,2019-10-18 00:08:42
这是美国牌子的奶粉会不会有问题,2019-10-24 11:30:28,从一段吃到三段，当初是因为惠氏的牌子买的,2019-10-24 10:58:07,2019-10-24 11:30:28
生产日期是几月份的？,2019-10-17 02:30:12,不记得了,2019-10-17 01:52:49,2019-10-17 02:30:12
11个多月宝宝能喝3段奶粉吗,2019-10-25 07:19:33,还是先喝2段的，不着急换。我家是在1周4个月，把囤的喝完了才换,2019-10-25 07:19:12,2019-10-25 07:19:33
冲起来很多泡泡正常吗？？,2019-10-18 10:35:47,正常泡吧，少搅几下。不知道你的很多泡泡是多少,2019-10-18 10:19:36,2019-10-18 10:35:47
各位妈妈，这个奶粉吃了怎么样？上火吗？长肉吗？身体好吗？,2019-10-22 19:43:47,额。。。不怎么上火，。。。这个长肉的问题。。。,2019-09-26 23:18:21,2019-09-27 00:39:12
奶粉顶部金色的盖子 可以左右拧动 是这样么,2019-10-18 21:40:11,动不了 固定的,2019-10-18 20:03:00,2019-10-18 21:40:11
我是说，题目,2019-10-17 02:30:13,惠氏启赋,2019-07-29 16:21:58,2019-07-29 16:22:05
怎么这么贵，在店里买的才，295,2019-10-05 13:53:23,呵呵,2018-02-28 09:11:06,2018-02-28 09:11:20
有人在惠氏启赋奶粉里面吃出褐色异物来吗？,2019-10-12 12:39:45,京东自营的还是第三方卖家的？,2019-09-12 13:33:14,2019-09-12 14:03:04
我今天下单，这个是几月份？,2018-07-04 14:25:57,2月份,2018-07-04 14:25:57,2018-07-04 14:26:15
启赋和a2哪个好,2019-10-23 19:09:28,大家孩子都喝什么奶粉呀,2019-10-23 18:58:22,2019-10-23 19:09:28
怎么母婴店说这款金典蓝色款不久后要下架换新了   是真的吗,2019-10-08 17:14:07,不知道 反正京东是一直都在销售,2019-09-29 22:28:04,2019-09-29 22:36:22
