"word","id","nature","index_word","frequency"
"齐全",8,"nr",41,7
"强大",8,"a",44,9
"清晰",8,"a",19,130
"全屏",8,"n",10,12
"人工智能",8,"n",29,5
"人性化",8,"n",28,11
"散热",8,"v",8,3
"商务",8,"n",53,4
"声音",8,"n",18,29
"盛宴",8,"n",16,3
"时",8,"n",58,4
"时会",8,"n",70,3
"视觉",8,"n",15,7
"适合",8,"v",51,15
"手机",8,"n",45,29
"刷新率",8,"n",74,3
"提高",8,"v",63,3
"提升",8,"v",73,3
"投屏",8,"x",50,23
"投屏",8,"x",46,23
"吐槽",8,"x",4,2
"外观设计",8,"n",5,4
"完美",8,"a",32,18
"玩",8,"v",64,4
"网络",8,"n",31,24
"现象",8,"n",72,4
"性价比",8,"n",54,66
"性能",8,"n",43,13
"遥控器",8,"n",33,31
"一键",8,"n",76,5
"易懂",8,"nr",35,3
"游戏",8,"n",69,14
"游戏",8,"n",57,14
"游戏",8,"n",78,14
"有待",8,"v",62,4
"有托影",8,"x",71,3
"语音",8,"n",37,66
"增添",8,"v",75,3
"支持",8,"v",36,28
"支持",8,"v",47,28
"支持",8,"v",20,28
"自定义",8,"l",77,3
"自动识别",8,"n",38,3
"总体",8,"n",1,12
"宝贝",9,"nr",35,4
"操控",9,"v",16,8
"尺寸",9,"n",27,137
"大小",9,"b",28,115
"灯",9,"n",9,1
"东西",9,"ns",7,14
"反应速度",9,"n",41,9
"给力",9,"x",4,8
"功能",9,"n",32,138
"购买",9,"v",22,24
"购买",9,"v",45,24
"购物",9,"n",17,18
"合适",9,"a",29,35
"很棒",9,"a",34,29
"很快",9,"d",26,87
"机真爽",9,"x",1,1
"简单",9,"a",31,54
"控制",9,"v",12,18
"快递",9,"v",46,36
"快递",9,"v",36,36
"蓝牙",9,"ns",14,19
"力",9,"n",48,10
"满意",9,"v",49,73
"米家",9,"x",11,2
"内容",9,"n",42,11
"清晰",9,"a",39,130
"曲面",9,"n",2,8
"全家",9,"n",6,4
"全屋",9,"x",10,1
"实惠",9,"vn",23,25
"双十",9,"m",21,2
"速度",9,"n",25,167
"太",9,"d",18,15
"提前",9,"v",20,4
"同步",9,"d",30,71
"图像",9,"n",38,11
"推荐",9,"v",44,27
"小哥",9,"n",47,18
"效果",9,"n",33,131
"遥控器",9,"n",15,31
"音箱",9,"n",8,3
"音质",9,"n",40,30
"音质",9,"n",5,30
"语音",9,"n",13,66
"运行",9,"v",24,133
"真心",9,"d",3,8
"值得",9,"v",19,26
"值得",9,"v",43,26
"质量",9,"n",37,33
"高",10,"a",5,85
"攻略",10,"v",7,1
"很大",10,"a",1,34
"清晰",10,"a",2,130
"软件",10,"n",10,23
"特别",10,"d",4,66
"网上",10,"s",6,6
"卫视",10,"n",12,1
"性价比",10,"n",3,66
"央视",10,"j",11,1
"真好",10,"d",13,2
"直播",10,"vn",9,9
"装",10,"v",8,8
"爱",11,"v",103,3
"安好",11,"a",143,1
"帮忙",11,"v",67,17
"帮忙",11,"v",212,17
"棒棒",11,"n",15,10
"薄",11,"a",177,6
"背面",11,"f",16,2
"边框",11,"n",12,48
"餐桌",11,"n",20,2
"操作",11,"v",164,43
"乘以",11,"v",27,2
"吃力",11,"n",22,2
"尺寸",11,"n",198,137
"尺寸",11,"n",192,137
"尺寸",11,"n",49,137
"尺寸",11,"n",19,137
"尺寸",11,"n",97,137
"寸",11,"m",194,55
"寸大屏",11,"x",99,1
"打开",11,"v",144,7
"大方",11,"n",175,15
"大气",11,"n",41,28
"大小",11,"b",193,115
"大小",11,"b",50,115
"大小",11,"b",98,115
"档次",11,"n",14,4
"底边",11,"f",123,1
"第二天",11,"m",56,12
"第一次",11,"m",134,9
"典雅",11,"a",176,1
"东西",11,"ns",115,14
"动手",11,"n",141,2
"杜比",11,"nrt",29,16
"儿子",11,"n",2,1
"分辨率",11,"n",25,18
"服务态度",11,"n",66,20
"负责",11,"v",128,9
"感激",11,"v",213,1
"感觉",11,"n",139,45
"感觉",11,"n",32,45
"感觉",11,"n",5,45
"感受",11,"v",137,5
"高",11,"a",117,85
"高",11,"a",151,85
"高达",11,"nr",26,2
"各大",11,"x",81,1
"功能",11,"n",112,138
"功能",11,"n",214,138
"功能",11,"n",216,138
"功能",11,"n",58,138
"功能",11,"n",61,138
"功能",11,"n",104,138
"功能",11,"n",101,138
"功能齐全",11,"i",118,5
"购物",11,"n",37,18
"观看",11,"v",31,8
"孩子",11,"n",166,4
"好大",11,"x",140,1
"好看",11,"v",125,29
"合适",11,"a",217,35
"很大",11,"a",120,34
"很快",11,"d",78,87
"很快",11,"d",163,87
"很快",11,"d",96,87
"很快",11,"d",158,87
"划算",11,"v",6,7
"画面",11,"n",147,58
"画质",11,"n",34,44
"灰色",11,"n",124,1
"机",11,"n",145,28
"机身",11,"n",8,9
"几个",11,"m",161,2
"家人",11,"n",209,7
"价格",11,"n",190,51
"价格",11,"n",86,51
"简单",11,"a",165,54
"简约",11,"d",174,10
"接口",11,"v",17,7
"介绍",11,"v",23,2
"金属",11,"n",11,15
"金属",11,"n",7,15
"尽职尽责",11,"l",205,1
"惊艳",11,"a",146,3
"距离",11,"n",199,9
"开箱",11,"n",138,3
"客厅",11,"n",52,22
"快递",11,"v",64,36
"立式",11,"b",195,1
"联接",11,"v",154,1
"灵敏度",11,"n",150,2
"流畅",11,"a",110,32
"满意",11,"v",36,73
"满意",11,"v",131,73
"满意",11,"v",76,73
"满意",11,"v",113,73
"门前",11,"s",201,1
"明朗",11,"nr",75,1
"配",11,"v",51,1
"屏",11,"n",122,38
"屏",11,"n",106,38
"屏",11,"n",91,38
"屏幕",11,"n",197,170
"屏幕",11,"n",46,170
"屏幕",11,"n",186,170
"气",11,"n",121,12
"签收",11,"v",210,2
"轻便",11,"a",178,1
"清晰",11,"a",35,130
"清晰",11,"a",71,130
"清晰",11,"a",48,130
"清晰",11,"a",148,130
"清晰",11,"a",130,130
"清晰",11,"a",100,130
"清晰度",11,"n",188,39
"曲面",11,"n",105,8
"人性化",11,"n",107,11
"人员",11,"n",65,3
"软件",11,"n",162,23
"软件",11,"n",83,23
"三到",11,"x",182,1
"色彩",11,"n",85,31
"色彩艳丽",11,"i",33,6
"上班",11,"v",206,1
"上次",11,"t",135,2
"上档次",11,"b",42,11
"上门",11,"ns",57,10
"设计",11,"vn",9,17
"设计",11,"vn",108,17
"声音",11,"n",74,29
"师傅",11,"nr",127,67
"师傅",11,"nr",204,67
"师傅",11,"nr",211,67
"十分钟",11,"m",142,1
"时间",11,"n",207,14
"识别",11,"v",152,2
"实用",11,"v",62,8
"视频",11,"n",82,16
"收获",11,"v",208,1
"售后",11,"n",77,7
"说实话",11,"l",132,1
"送到",11,"v",185,20
"送货",11,"v",203,53
"速度",11,"n",157,167
"速度",11,"n",180,167
"速度",11,"n",45,167
"速度",11,"n",44,167
"速度",11,"n",95,167
"速度",11,"n",93,167
"太",11,"d",80,15
"太太",11,"n",88,1
"特别",11,"d",129,66
"特意",11,"d",159,7
"天下",11,"s",55,1
"调货",11,"vn",181,2
"调试",11,"vn",68,7
"听",11,"v",1,5
"同步",11,"d",200,71
"同步",11,"d",53,71
"头",11,"n",54,1
"投屏",11,"x",84,23
"投屏",11,"x",79,23
"图像",11,"n",70,11
"外观",11,"n",119,165
"外观",11,"n",39,165
"外观",11,"n",40,165
"外观",11,"n",90,165
"外观",11,"n",13,165
"外观",11,"n",173,165
"外形",11,"n",38,118
"外形",11,"n",172,118
"外形",11,"n",89,118
"王道",11,"nr",171,1
"网络",11,"n",155,24
"微鲸",11,"x",136,1
"位置",11,"v",21,4
"五天",11,"t",183,1
"物流",11,"n",63,46
"物美价廉",11,"l",170,6
"喜欢",11,"v",114,62
"喜欢",11,"v",167,62
"喜欢",11,"v",196,62
"下载",11,"v",160,8
"效果",11,"n",69,131
"效果",11,"n",102,131
"效果",11,"n",59,131
"效果",11,"n",215,131
"新鲜",11,"ns",73,2
"性价比",11,"n",116,66
"选择",11,"v",3,20
"颜色",11,"n",72,14
"一分",11,"m",189,1
"一分货",11,"n",191,2
"音效",11,"n",187,149
"音效",11,"n",30,149
"音效",11,"n",47,149
"英寸",11,"n",18,9
"英寸",11,"n",24,9
"用起",11,"x",109,1
"优惠期",11,"n",4,2
"语音",11,"n",149,66
"语音",11,"n",60,66
"语音",11,"n",111,66
"预约",11,"v",202,7
"运行",11,"v",156,133
"运行",11,"v",43,133
"运行",11,"v",94,133
"运行",11,"v",179,133
"运行",11,"v",92,133
"赞",11,"v",168,15
"窄窄的",11,"z",10,2
"真的",11,"d",133,51
"之内",11,"f",184,1
"支持",11,"v",169,28
"支持",11,"v",28,28
"值",11,"n",87,6
"装",11,"v",126,8
"准确",11,"a",153,2
"边界",12,"n",19,1
"边框",12,"n",9,48
"边框",12,"n",27,48
"边框",12,"n",13,48
"不到",12,"v",28,5
"不香",12,"x",29,1
"寸",12,"m",24,55
"地方",12,"n",6,3
"感",12,"v",22,7
"高",12,"a",20,85
"高",12,"a",16,85
"极窄",12,"a",14,2
"价位",12,"n",31,12
"解放",12,"v",17,1
"京东",12,"ns",2,79
"夸",12,"v",1,1
"轻薄",12,"a",25,8
"轻薄",12,"a",8,8
"设计",12,"vn",26,17
"视野",12,"n",18,2
"体验",12,"n",21,19
"吐槽",12,"x",5,2
"外观",12,"n",11,165
"物流",12,"n",3,46
"效果",12,"n",12,131
"一款",12,"m",7,7
"占屏",12,"x",15,1
"真的",12,"d",32,51
"真的",12,"d",4,51
"真香",12,"x",30,1
"整",12,"v",10,1
"整机",12,"b",23,2
"超薄",13,"a",3,15
"尺寸",13,"n",21,137
"尺寸",13,"n",17,137
"寸",13,"m",19,55
"大小",13,"b",18,115
"对得起",13,"v",33,2
"高",13,"a",32,85
"功能",13,"n",25,138
"好看",13,"v",6,29
"机身",13,"n",4,9
"家里",13,"s",11,63
"价格",13,"n",34,51
"看中",13,"v",28,1
"客厅",13,"n",20,22
"款",13,"m",27,4
"内存",13,"n",9,10
"平时",13,"t",10,4
"屏幕",13,"n",13,170
"屏幕",13,"n",15,170
"送货",13,"v",24,53
"速度",13,"n",8,167
"同步",13,"d",23,71
"外观",13,"n",5,165
"外观",13,"n",2,165
"外形",13,"n",1,118
"网络",13,"n",29,24
"像素",13,"n",16,2
"效果",13,"n",26,131
"性价比",13,"n",31,66
"音效",13,"n",14,149
"运行",13,"v",7,133
"正合适",13,"a",22,2
"智能",13,"n",30,40
"足够",13,"v",12,6
"帮",14,"v",19,9
"边框",14,"n",12,48
"不让",14,"v",1,1
"超薄",14,"a",9,15
"点赞",14,"x",22,9
"东西",14,"ns",21,14
"服务态度",14,"n",18,20
"高大",14,"a",7,9
"厚度",14,"n",8,8
"家里",14,"s",3,63
"价格",14,"n",14,51
"精致",14,"a",10,5
"内容",14,"n",5,11
"屏",14,"n",6,38
"奢求",14,"n",16,1
"师傅",14,"nr",17,67
"手机",14,"n",4,29
"塑料",14,"n",13,2
"小朋友",14,"n",2,2
"修理",14,"v",20,1
"这放",14,"x",15,1
"正面",14,"ad",11,1
"棒",15,"zg",31,21
"保证",15,"v",15,4
"比例",15,"n",38,2
"便宜",15,"a",4,12
"不卡顿",15,"x",9,4
"操作",15,"v",8,43
"超",15,"v",1,13
"超",15,"v",49,13
"持续",15,"vd",13,1
"尺寸",15,"n",34,137
"尺寸",15,"n",32,137
"寸",15,"m",36,55
"大小",15,"b",33,115
"当天",15,"t",41,15
"高性价比",15,"l",2,3
"功能",15,"n",44,138
"功能",15,"n",42,138
"购买",15,"v",11,24
"够",15,"zg",3,18
"合作",15,"vn",47,1
"后续",15,"v",12,6
"画质",15,"n",5,44
"黄金",15,"n",37,1
"流畅",15,"a",7,32
"美观大方",15,"ns",20,3
"内存",15,"n",24,10
"内置",15,"n",28,20
"庞大",15,"a",45,1
"屏",15,"n",19,38
"屏幕",15,"n",25,170
"清晰",15,"a",6,130
"升级",15,"vn",14,3
"视频",15,"n",46,16
"送货",15,"v",40,53
"速度",15,"n",22,167
"体验",15,"n",16,19
"同步",15,"d",39,71
"同学",15,"n",30,24
"推荐",15,"v",10,27
"外观",15,"n",18,165
"外形",15,"n",17,118
"小爱",15,"x",29,40
"效果",15,"n",43,131
"音效",15,"n",27,149
"音效",15,"n",26,149
"拥有",15,"v",51,4
"运行",15,"v",21,133
"运行",15,"v",23,133
"值得",15,"v",50,26
"中意",15,"n",35,2
"资源",15,"n",48,9
"爱奇艺",16,"x",25,2
"边框",16,"n",15,48
"不卡",16,"x",29,7
"不卡屏",16,"x",49,1
"差点",16,"n",35,2
"产品",16,"n",44,32
"产品",16,"n",59,32
"尝试",16,"vn",62,2
"成功",16,"a",64,2
"尺寸",16,"n",39,137
"尺寸",16,"n",42,137
"出手",16,"v",12,1
"寸",16,"m",41,55
"大小",16,"b",40,115
"反应速度",16,"n",22,9
"感觉",16,"n",46,45
"感觉",16,"n",28,45
"高",16,"a",11,85
"估计",16,"v",34,2
"惯用",16,"n",23,1
"好些",16,"m",38,1
"后期",16,"t",36,2
"画面",16,"n",47,58
"计划",16,"n",6,1
"家里",16,"s",54,63
"价格",16,"n",51,51
"金属",16,"n",14,15
"良心",16,"a",53,1
"路由器",16,"n",21,4
"买夏普",16,"x",7,1
"配合",16,"v",20,9
"朋友",16,"n",8,6
"屏幕",16,"n",32,170
"恰到好处",16,"i",43,1
"清新",16,"a",48,1
"情不自禁",16,"i",57,1
"手机",16,"n",24,29
"速度",16,"n",19,167
"太",16,"d",52,15
"体验",16,"n",63,19
"投屏",16,"x",27,23
"推荐",16,"v",9,27
"外观",16,"n",2,165
"外观",16,"n",13,165
"外形",16,"n",1,118
"稳定",16,"a",31,4
"想",16,"v",58,15
"小爱",16,"x",55,40
"效果",16,"n",3,131
"效果",16,"n",17,131
"性价比",16,"n",10,66
"性能",16,"n",45,13
"音响",16,"n",56,18
"音响效果",16,"n",37,4
"音效",16,"n",33,149
"优酷",16,"x",26,2
"犹豫",16,"a",60,1
"原",16,"n",5,1
"运行",16,"v",18,133
"运行",16,"v",30,133
"真的",16,"d",4,51
"整体",16,"n",16,12
"支持",16,"v",65,28
"重点",16,"n",50,3
"最终",16,"d",61,3
"帮",17,"v",6,9
"超快",17,"x",3,2
"服务",17,"vn",9,40
"开机",17,"n",7,20
"师傅",17,"nr",5,67
"试",17,"v",8,9
"送",17,"v",1,6
"送货",17,"v",4,53
"物流",17,"n",2,46
"寸",18,"m",21,55
"第一台",18,"m",2,4
"感",18,"v",11,7
"广告",18,"n",13,14
"广告",18,"n",14,14
"好评",18,"v",16,19
"很棒",18,"a",15,29
"很强",18,"x",7,5
"几天",18,"m",19,6
"家电",18,"j",34,6
"家里",18,"s",32,63
"交互",18,"v",28,4
"开机",18,"n",12,20
"控制",18,"v",31,18
"老妈",18,"n",4,2
"流畅",18,"a",9,32
"弥补",18,"v",25,1
"前",18,"f",18,4
"前年",18,"t",3,1
"上代",18,"t",26,1
"台机",18,"n",1,2
"体验",18,"n",10,19
"同学",18,"n",30,24
"同学",18,"n",24,24
"系统",18,"n",8,20
"小爱",18,"x",23,40
"性能",18,"n",6,13
"一太",18,"x",20,1
"用小爱",18,"x",29,1
"赞",18,"v",17,15
"整体",18,"n",5,12
"智能",18,"n",27,40
"智能",18,"n",33,40
"自带",18,"n",22,5
"饱和度",19,"n",21,4
"便宜",19,"a",59,12
"产品",19,"n",44,32
"超薄",19,"a",74,15
"超高",19,"v",47,11
"尺寸",19,"n",10,137
"尺寸",19,"n",76,137
"尺寸",19,"n",33,137
"寸",19,"m",58,55
"寸",19,"m",35,55
"大点",19,"n",80,1
"大小",19,"b",11,115
"大小",19,"b",14,115
"大小",19,"b",34,115
"大小",19,"b",77,115
"感觉",19,"n",85,45
"高",19,"a",22,85
"高",19,"a",94,85
"高级",19,"b",69,2
"高清",19,"nr",56,17
"工人",19,"n",42,2
"功能",19,"n",65,138
"功能",19,"n",91,138
"功能",19,"n",89,138
"过程",19,"n",40,1
"好多",19,"m",70,7
"好看",19,"v",75,29
"很值",19,"x",60,1
"简单",19,"a",41,54
"简介",19,"v",4,1
"旧",19,"a",68,2
"客厅",19,"n",38,22
"客厅",19,"n",79,22
"立体声",19,"d",29,4
"连接",19,"v",62,9
"流畅",19,"a",7,32
"流畅",19,"a",25,32
"漏光",19,"n",88,1
"美观",19,"nz",3,14
"耐心",19,"a",43,9
"屏幕",19,"n",30,170
"屏幕",19,"n",26,170
"屏幕",19,"n",86,170
"屏幕",19,"n",54,170
"屏幕",19,"n",8,170
"屏幕",19,"n",83,170
"齐全",19,"nr",92,7
"轻微",19,"d",87,1
"清晰",19,"a",61,130
"清晰",19,"a",31,130
"入手",19,"v",96,10
"色彩",19,"n",20,31
"伤眼",19,"n",32,1
"适合",19,"v",36,15
"手机",19,"n",66,29
"双声道",19,"n",28,1
"速度",19,"n",24,167
"速度",19,"n",52,167
"速度",19,"n",6,167
"同步",19,"d",39,71
"投屏",19,"x",67,23
"外观",19,"n",18,165
"外观",19,"n",17,165
"外观",19,"n",13,165
"外观",19,"n",73,165
"外观",19,"n",49,165
"外观",19,"n",2,165
"外形",19,"n",16,118
"外形",19,"n",72,118
"外形",19,"n",48,118
"外形",19,"n",1,118
"完美",19,"a",50,18
"完美",19,"a",82,18
"我家",19,"r",37,8
"我家",19,"r",78,8
"无线",19,"n",63,3
"喜欢",19,"v",71,62
"纤薄",19,"x",19,1
"效果",19,"n",90,131
"效果",19,"n",81,131
"性价比",19,"n",46,66
"性价比",19,"n",93,66
"性能",19,"n",45,13
"音效",19,"n",55,149
"音效",19,"n",27,149
"音效",19,"n",9,149
"音效",19,"n",84,149
"音质",19,"n",57,30
"语音",19,"n",64,66
"运行",19,"v",23,133
"运行",19,"v",51,133
"运行",19,"v",53,133
"运行",19,"v",5,133
"正好",19,"a",15,18
"正好",19,"a",12,18
"值得",19,"v",95,26
"薄薄",20,"a",20,2
"尺寸",20,"n",35,137
"尺寸",20,"n",33,137
"大小",20,"b",34,115
"第三天",20,"m",1,1
"功能",20,"n",39,138
"国产品牌",20,"n",42,2
"好多",20,"m",9,7
"好看",20,"v",17,29
"好评",20,"v",3,19
"很棒",20,"a",8,29
"很快",20,"d",25,87
"厚度",20,"n",19,8
"机器",20,"n",18,1
"来装",20,"x",38,2
"屏幕",20,"n",10,170
"屏幕",20,"n",29,170
"屏幕",20,"n",27,170
"上门",20,"ns",4,10
"师傅",20,"nr",5,67
"师傅",20,"nr",37,67
"舒服",20,"a",11,17
"爽",20,"nr",32,8
"速度",20,"n",24,167
"速度",20,"n",22,167
"态度",20,"n",6,7
"同步",20,"d",36,71
"外观",20,"n",15,165
"外形",20,"n",16,118
"外形",20,"n",14,118
"物流",20,"n",2,46
"嘻嘻",20,"z",43,6
"嘻嘻",20,"z",44,6
"小爱",20,"x",12,40
"效果",20,"n",40,131
"新款",20,"n",7,2
"音效",20,"n",28,149
"音效",20,"n",30,149
"运行",20,"v",23,133
"运行",20,"v",21,133
"赞",20,"v",31,15
"支持",20,"v",41,28
"智能",20,"n",26,40
"智能",20,"n",13,40
"半个",21,"m",2,1
"保证",21,"v",42,4
"边框",21,"n",100,48
"标准",21,"n",33,1
"不用",21,"v",8,11
"尺寸",21,"n",91,137
"寸",21,"m",26,55
"寸",21,"m",68,55
"大方",21,"n",80,15
"大小",21,"b",92,115
"到家",21,"x",96,3
"点",21,"m",9,5
"杜比",21,"nrt",111,16
"儿童",21,"n",86,6
"服务",21,"vn",35,40
"感觉",21,"n",5,45
"高",21,"a",74,85
"高度",21,"n",41,2
"高度",21,"n",40,2
"功能",21,"n",54,138
"功能",21,"n",106,138
"功能强大",21,"i",108,5
"还行",21,"v",47,5
"还会",21,"x",16,3
"还算",21,"v",36,1
"合适",21,"a",93,35
"很爽",21,"a",7,10
"画面",21,"n",71,58
"画面",21,"n",48,58
"几个",21,"m",21,2
"家里",21,"s",59,63
"价位",21,"n",76,12
"简单",21,"a",79,54
"节目",21,"n",90,10
"就让",21,"v",65,2
"距离",21,"n",29,9
"开机",21,"n",62,20
"客厅",21,"n",30,22
