"id","word","nature","index_word"
6,"满意","v",15
6,"购物","n",16
6,"体验","n",17
6,"分辨率","n",18
6,"清晰","a",19
6,"不闪","x",20
6,"大方","n",21
6,"直播","vn",22
6,"软件","n",23
6,"直播","vn",24
6,"还用","v",25
6,"盘里装","x",26
6,"总体","n",27
6,"还好","v",28
6,"哥哥","ns",29
6,"超帅","x",30
6,"辛苦","a",31
7,"符合","v",1
7,"局域网","n",2
7,"播放","v",3
7,"网络","n",4
7,"播放","v",5
7,"语音","n",6
7,"控制","v",7
7,"画质","n",8
7,"清晰","a",9
7,"音响","n",10
7,"过得去","v",11
7,"入手","v",12
7,"几款","m",13
7,"品牌","n",14
7,"机后","x",15
7,"选定","v",16
7,"机","n",17
7,"京东","ns",18
7,"购买","v",19
7,"送货","v",20
7,"速度快","n",21
7,"服务质量","n",22
7,"保证","v",23
7,"预算","v",24
7,"买到","v",25
7,"心仪","n",26
7,"机","n",27
7,"机","n",28
7,"外形","n",29
7,"好看","v",30
7,"尺寸","n",31
7,"合适","a",32
7,"轻薄","a",33
7,"时尚","n",34
7,"画质","n",35
7,"清晰","a",36
7,"界面","n",37
7,"操作","v",38
7,"声音","n",39
7,"清晰","a",40
7,"干净","a",41
7,"购物","n",42
7,"体验","n",43
8,"总体","n",1
8,"满意","v",2
8,"测试","vn",3
8,"吐槽","x",4
8,"外观设计","n",5
8,"能耗","n",6
8,"低","a",7
8,"散热","v",8
8,"均匀","a",9
8,"全屏","n",10
8,"画质","n",11
8,"蓝光","nr",12
8,"超清","x",13
8,"带来","v",14
8,"视觉","n",15
8,"盛宴","n",16
8,"感受","v",17
8,"声音","n",18
8,"清晰","a",19
8,"支持","v",20
8,"蓝牙","ns",21
8,"连接","v",22
8,"面板","n",23
8,"背光","n",24
8,"可控","v",25
8,"菜单","n",26
8,"功能","n",27
8,"人性化","n",28
8,"人工智能","n",29
8,"搭配","v",30
8,"网络","n",31
8,"完美","a",32
8,"遥控器","n",33
8,"简约","d",34
8,"易懂","nr",35
8,"支持","v",36
8,"语音","n",37
8,"自动识别","n",38
8,"插口","n",39
8,"链接","n",40
8,"齐全","nr",41
8,"扩展","v",42
8,"性能","n",43
8,"强大","a",44
8,"手机","n",45
8,"投屏","x",46
8,"支持","v",47
8,"电子设备","n",48
8,"蓝光","nr",49
8,"投屏","x",50
8,"适合","v",51
8,"会议","n",52
8,"商务","n",53
8,"性价比","n",54
8,"超高","v",55
8,"不足之处","i",56
8,"游戏","n",57
8,"时","n",58
8,"动态","n",59
8,"捕捉","v",60
8,"技术","n",61
8,"有待","v",62
8,"提高","v",63
8,"玩","v",64
8,"大型","b",65
8,"动作","n",66
8,"激战","v",67
8,"类","q",68
8,"游戏","n",69
8,"时会","n",70
8,"有托影","x",71
8,"现象","n",72
8,"提升","v",73
8,"刷新率","n",74
8,"增添","v",75
8,"一键","n",76
8,"自定义","l",77
8,"游戏","n",78
8,"超频","b",79
8,"模式","n",80
9,"机真爽","x",1
9,"曲面","n",2
9,"真心","d",3
9,"给力","x",4
9,"音质","n",5
9,"全家","n",6
9,"东西","ns",7
9,"音箱","n",8
9,"灯","n",9
9,"全屋","x",10
9,"米家","x",11
9,"控制","v",12
9,"语音","n",13
9,"蓝牙","ns",14
9,"遥控器","n",15
9,"操控","v",16
9,"购物","n",17
9,"太","d",18
9,"值得","v",19
9,"提前","v",20
9,"双十","m",21
9,"购买","v",22
9,"实惠","vn",23
9,"运行","v",24
9,"速度","n",25
9,"很快","d",26
9,"尺寸","n",27
9,"大小","b",28
9,"合适","a",29
9,"同步","d",30
9,"简单","a",31
9,"功能","n",32
9,"效果","n",33
9,"很棒","a",34
9,"宝贝","nr",35
9,"快递","v",36
9,"质量","n",37
9,"图像","n",38
9,"清晰","a",39
9,"音质","n",40
9,"反应速度","n",41
9,"内容","n",42
9,"值得","v",43
9,"推荐","v",44
9,"购买","v",45
9,"快递","v",46
9,"小哥","n",47
9,"力","n",48
9,"满意","v",49
10,"很大","a",1
10,"清晰","a",2
10,"性价比","n",3
10,"特别","d",4
10,"高","a",5
10,"网上","s",6
10,"攻略","v",7
10,"装","v",8
10,"直播","vn",9
10,"软件","n",10
10,"央视","j",11
10,"卫视","n",12
10,"真好","d",13
11,"听","v",1
11,"儿子","n",2
11,"选择","v",3
11,"优惠期","n",4
11,"感觉","n",5
11,"划算","v",6
11,"金属","n",7
11,"机身","n",8
11,"设计","vn",9
11,"窄窄的","z",10
11,"金属","n",11
11,"边框","n",12
11,"外观","n",13
11,"档次","n",14
11,"棒棒","n",15
11,"背面","f",16
11,"接口","v",17
11,"英寸","n",18
11,"尺寸","n",19
11,"餐桌","n",20
11,"位置","v",21
11,"吃力","n",22
11,"介绍","v",23
11,"英寸","n",24
11,"分辨率","n",25
11,"高达","nr",26
11,"乘以","v",27
11,"支持","v",28
11,"杜比","nrt",29
11,"音效","n",30
11,"观看","v",31
11,"感觉","n",32
11,"色彩艳丽","i",33
11,"画质","n",34
11,"清晰","a",35
11,"满意","v",36
11,"购物","n",37
11,"外形","n",38
11,"外观","n",39
11,"外观","n",40
11,"大气","n",41
11,"上档次","b",42
11,"运行","v",43
11,"速度","n",44
11,"速度","n",45
11,"屏幕","n",46
11,"音效","n",47
11,"清晰","a",48
11,"尺寸","n",49
11,"大小","b",50
11,"配","v",51
11,"客厅","n",52
11,"同步","d",53
11,"头","n",54
11,"天下","s",55
11,"第二天","m",56
11,"上门","ns",57
11,"功能","n",58
11,"效果","n",59
11,"语音","n",60
11,"功能","n",61
11,"实用","v",62
11,"物流","n",63
11,"快递","v",64
11,"人员","n",65
11,"服务态度","n",66
11,"帮忙","v",67
11,"调试","vn",68
11,"效果","n",69
11,"图像","n",70
11,"清晰","a",71
11,"颜色","n",72
11,"新鲜","ns",73
11,"声音","n",74
11,"明朗","nr",75
11,"满意","v",76
11,"售后","n",77
11,"很快","d",78
11,"投屏","x",79
11,"太","d",80
11,"各大","x",81
11,"视频","n",82
11,"软件","n",83
11,"投屏","x",84
11,"色彩","n",85
11,"价格","n",86
11,"值","n",87
11,"太太","n",88
11,"外形","n",89
11,"外观","n",90
11,"屏","n",91
11,"运行","v",92
11,"速度","n",93
11,"运行","v",94
11,"速度","n",95
11,"很快","d",96
11,"尺寸","n",97
11,"大小","b",98
11,"寸大屏","x",99
11,"清晰","a",100
11,"功能","n",101
11,"效果","n",102
11,"爱","v",103
11,"功能","n",104
11,"曲面","n",105
11,"屏","n",106
11,"人性化","n",107
11,"设计","vn",108
11,"用起","x",109
11,"流畅","a",110
11,"语音","n",111
11,"功能","n",112
11,"满意","v",113
11,"喜欢","v",114
11,"东西","ns",115
11,"性价比","n",116
11,"高","a",117
11,"功能齐全","i",118
11,"外观","n",119
11,"很大","a",120
11,"气","n",121
11,"屏","n",122
11,"底边","f",123
11,"灰色","n",124
11,"好看","v",125
11,"装","v",126
11,"师傅","nr",127
11,"负责","v",128
11,"特别","d",129
11,"清晰","a",130
11,"满意","v",131
11,"说实话","l",132
11,"真的","d",133
11,"第一次","m",134
11,"上次","t",135
11,"微鲸","x",136
11,"感受","v",137
11,"开箱","n",138
11,"感觉","n",139
11,"好大","x",140
11,"动手","n",141
11,"十分钟","m",142
11,"安好","a",143
11,"打开","v",144
11,"机","n",145
11,"惊艳","a",146
11,"画面","n",147
11,"清晰","a",148
11,"语音","n",149
11,"灵敏度","n",150
11,"高","a",151
11,"识别","v",152
11,"准确","a",153
11,"联接","v",154
11,"网络","n",155
11,"运行","v",156
11,"速度","n",157
11,"很快","d",158
11,"特意","d",159
11,"下载","v",160
11,"几个","m",161
11,"软件","n",162
11,"很快","d",163
11,"操作","v",164
11,"简单","a",165
11,"孩子","n",166
11,"喜欢","v",167
11,"赞","v",168
11,"支持","v",169
11,"物美价廉","l",170
11,"王道","nr",171
11,"外形","n",172
11,"外观","n",173
11,"简约","d",174
11,"大方","n",175
11,"典雅","a",176
11,"薄","a",177
11,"轻便","a",178
11,"运行","v",179
11,"速度","n",180
11,"调货","vn",181
11,"三到","x",182
11,"五天","t",183
11,"之内","f",184
11,"送到","v",185
11,"屏幕","n",186
11,"音效","n",187
11,"清晰度","n",188
11,"一分","m",189
11,"价格","n",190
11,"一分货","n",191
11,"尺寸","n",192
11,"大小","b",193
11,"寸","m",194
11,"立式","b",195
11,"喜欢","v",196
11,"屏幕","n",197
11,"尺寸","n",198
11,"距离","n",199
11,"同步","d",200
11,"门前","s",201
11,"预约","v",202
11,"送货","v",203
11,"师傅","nr",204
11,"尽职尽责","l",205
11,"上班","v",206
11,"时间","n",207
11,"收获","v",208
11,"家人","n",209
11,"签收","v",210
11,"师傅","nr",211
11,"帮忙","v",212
11,"感激","v",213
11,"功能","n",214
11,"效果","n",215
11,"功能","n",216
11,"合适","a",217
12,"夸","v",1
12,"京东","ns",2
12,"物流","n",3
12,"真的","d",4
12,"吐槽","x",5
12,"地方","n",6
12,"一款","m",7
12,"轻薄","a",8
12,"边框","n",9
12,"整","v",10
12,"外观","n",11
12,"效果","n",12
12,"边框","n",13
12,"极窄","a",14
12,"占屏","x",15
12,"高","a",16
12,"解放","v",17
12,"视野","n",18
12,"边界","n",19
12,"高","a",20
12,"体验","n",21
12,"感","v",22
12,"整机","b",23
12,"寸","m",24
12,"轻薄","a",25
12,"设计","vn",26
12,"边框","n",27
12,"不到","v",28
12,"不香","x",29
12,"真香","x",30
12,"价位","n",31
12,"真的","d",32
13,"外形","n",1
13,"外观","n",2
13,"超薄","a",3
13,"机身","n",4
13,"外观","n",5
13,"好看","v",6
13,"运行","v",7
13,"速度","n",8
13,"内存","n",9
13,"平时","t",10
13,"家里","s",11
13,"足够","v",12
13,"屏幕","n",13
13,"音效","n",14
13,"屏幕","n",15
13,"像素","n",16
13,"尺寸","n",17
13,"大小","b",18
13,"寸","m",19
13,"客厅","n",20
13,"尺寸","n",21
13,"正合适","a",22
13,"同步","d",23
13,"送货","v",24
13,"功能","n",25
13,"效果","n",26
13,"款","m",27
13,"看中","v",28
13,"网络","n",29
13,"智能","n",30
13,"性价比","n",31
13,"高","a",32
13,"对得起","v",33
13,"价格","n",34
14,"不让","v",1
14,"小朋友","n",2
14,"家里","s",3
14,"手机","n",4
14,"内容","n",5
14,"屏","n",6
14,"高大","a",7
14,"厚度","n",8
14,"超薄","a",9
14,"精致","a",10
14,"正面","ad",11
14,"边框","n",12
14,"塑料","n",13
14,"价格","n",14
14,"这放","x",15
14,"奢求","n",16
14,"师傅","nr",17
14,"服务态度","n",18
14,"帮","v",19
14,"修理","v",20
14,"东西","ns",21
14,"点赞","x",22
15,"超","v",1
15,"高性价比","l",2
15,"够","zg",3
15,"便宜","a",4
15,"画质","n",5
15,"清晰","a",6
15,"流畅","a",7
15,"操作","v",8
15,"不卡顿","x",9
15,"推荐","v",10
15,"购买","v",11
15,"后续","v",12
15,"持续","vd",13
15,"升级","vn",14
15,"保证","v",15
15,"体验","n",16
15,"外形","n",17
15,"外观","n",18
15,"屏","n",19
15,"美观大方","ns",20
15,"运行","v",21
15,"速度","n",22
15,"运行","v",23
15,"内存","n",24
15,"屏幕","n",25
15,"音效","n",26
15,"音效","n",27
15,"内置","n",28
15,"小爱","x",29
15,"同学","n",30
15,"棒","zg",31
15,"尺寸","n",32
15,"大小","b",33
15,"尺寸","n",34
15,"中意","n",35
15,"寸","m",36
15,"黄金","n",37
15,"比例","n",38
15,"同步","d",39
15,"送货","v",40
15,"当天","t",41
15,"功能","n",42
15,"效果","n",43
15,"功能","n",44
15,"庞大","a",45
15,"视频","n",46
15,"合作","vn",47
15,"资源","n",48
15,"超","v",49
15,"值得","v",50
15,"拥有","v",51
16,"外形","n",1
16,"外观","n",2
16,"效果","n",3
16,"真的","d",4
16,"原","n",5
16,"计划","n",6
16,"买夏普","x",7
16,"朋友","n",8
16,"推荐","v",9
16,"性价比","n",10
16,"高","a",11
16,"出手","v",12
16,"外观","n",13
16,"金属","n",14
16,"边框","n",15
16,"整体","n",16
16,"效果","n",17
16,"运行","v",18
16,"速度","n",19
16,"配合","v",20
16,"路由器","n",21
16,"反应速度","n",22
16,"惯用","n",23
16,"手机","n",24
16,"爱奇艺","x",25
16,"优酷","x",26
16,"投屏","x",27
16,"感觉","n",28
16,"不卡","x",29
16,"运行","v",30
16,"稳定","a",31
16,"屏幕","n",32
16,"音效","n",33
16,"估计","v",34
16,"差点","n",35
16,"后期","t",36
16,"音响效果","n",37
16,"好些","m",38
16,"尺寸","n",39
16,"大小","b",40
16,"寸","m",41
16,"尺寸","n",42
16,"恰到好处","i",43
16,"产品","n",44
16,"性能","n",45
16,"感觉","n",46
16,"画面","n",47
16,"清新","a",48
16,"不卡屏","x",49
16,"重点","n",50
16,"价格","n",51
16,"太","d",52
16,"良心","a",53
16,"家里","s",54
16,"小爱","x",55
16,"音响","n",56
16,"情不自禁","i",57
16,"想","v",58
16,"产品","n",59
16,"犹豫","a",60
16,"最终","d",61
16,"尝试","vn",62
16,"体验","n",63
16,"成功","a",64
16,"支持","v",65
17,"送","v",1
17,"物流","n",2
17,"超快","x",3
17,"送货","v",4
17,"师傅","nr",5
17,"帮","v",6
17,"开机","n",7
17,"试","v",8
17,"服务","vn",9
18,"台机","n",1
18,"第一台","m",2
18,"前年","t",3
18,"老妈","n",4
18,"整体","n",5
18,"性能","n",6
18,"很强","x",7
18,"系统","n",8
18,"流畅","a",9
18,"体验","n",10
18,"感","v",11
18,"开机","n",12
18,"广告","n",13
18,"广告","n",14
18,"很棒","a",15
18,"好评","v",16
18,"赞","v",17
18,"前","f",18
18,"几天","m",19
18,"一太","x",20
18,"寸","m",21
18,"自带","n",22
18,"小爱","x",23
18,"同学","n",24
18,"弥补","v",25
18,"上代","t",26
18,"智能","n",27
18,"交互","v",28
18,"用小爱","x",29
18,"同学","n",30
18,"控制","v",31
18,"家里","s",32
18,"智能","n",33
18,"家电","j",34
19,"外形","n",1
19,"外观","n",2
19,"美观","nz",3
19,"简介","v",4
19,"运行","v",5
19,"速度","n",6
19,"流畅","a",7
19,"屏幕","n",8
19,"音效","n",9
19,"尺寸","n",10
19,"大小","b",11
19,"正好","a",12
19,"外观","n",13
19,"大小","b",14
19,"正好","a",15
19,"外形","n",16
19,"外观","n",17
19,"外观","n",18
19,"纤薄","x",19
19,"色彩","n",20
19,"饱和度","n",21
19,"高","a",22
19,"运行","v",23
19,"速度","n",24
19,"流畅","a",25
19,"屏幕","n",26
19,"音效","n",27
19,"双声道","n",28
19,"立体声","d",29
19,"屏幕","n",30
19,"清晰","a",31
19,"伤眼","n",32
19,"尺寸","n",33
19,"大小","b",34
19,"寸","m",35
19,"适合","v",36
19,"我家","r",37
19,"客厅","n",38
19,"同步","d",39
19,"过程","n",40
19,"简单","a",41
19,"工人","n",42
19,"耐心","a",43
19,"产品","n",44
19,"性能","n",45
19,"性价比","n",46
19,"超高","v",47
19,"外形","n",48
19,"外观","n",49
19,"完美","a",50
19,"运行","v",51
19,"速度","n",52
19,"运行","v",53
19,"屏幕","n",54
19,"音效","n",55
19,"高清","nr",56
19,"音质","n",57
19,"寸","m",58
19,"便宜","a",59
19,"很值","x",60
19,"清晰","a",61
19,"连接","v",62
19,"无线","n",63
19,"语音","n",64
19,"功能","n",65
19,"手机","n",66
19,"投屏","x",67
19,"旧","a",68
19,"高级","b",69
19,"好多","m",70
19,"喜欢","v",71
19,"外形","n",72
19,"外观","n",73
19,"超薄","a",74
19,"好看","v",75
19,"尺寸","n",76
19,"大小","b",77
19,"我家","r",78
19,"客厅","n",79
19,"大点","n",80
19,"效果","n",81
19,"完美","a",82
19,"屏幕","n",83
19,"音效","n",84
19,"感觉","n",85
19,"屏幕","n",86
19,"轻微","d",87
19,"漏光","n",88
19,"功能","n",89
19,"效果","n",90
19,"功能","n",91
19,"齐全","nr",92
19,"性价比","n",93
19,"高","a",94
19,"值得","v",95
19,"入手","v",96
20,"第三天","m",1
20,"物流","n",2
20,"好评","v",3
20,"上门","ns",4
20,"师傅","nr",5
20,"态度","n",6
20,"新款","n",7
20,"很棒","a",8
20,"好多","m",9
20,"屏幕","n",10
20,"舒服","a",11
20,"小爱","x",12
20,"智能","n",13
20,"外形","n",14
20,"外观","n",15
20,"外形","n",16
20,"好看","v",17
20,"机器","n",18
20,"厚度","n",19
20,"薄薄","a",20
20,"运行","v",21
20,"速度","n",22
20,"运行","v",23
20,"速度","n",24
20,"很快","d",25
20,"智能","n",26
20,"屏幕","n",27
20,"音效","n",28
20,"屏幕","n",29
20,"音效","n",30
20,"赞","v",31
20,"爽","nr",32
20,"尺寸","n",33
20,"大小","b",34
20,"尺寸","n",35
20,"同步","d",36
20,"师傅","nr",37
20,"来装","x",38
20,"功能","n",39
20,"效果","n",40
20,"支持","v",41
20,"国产品牌","n",42
20,"嘻嘻","z",43
20,"嘻嘻","z",44
21,"已用","d",1
21,"半个","m",2
21,"月","m",3
21,"整体","n",4
21,"感觉","n",5
21,"语音","n",6
21,"很爽","a",7
21,"不用","v",8
21,"点","m",9
21,"遥控器","n",10
21,"一个个","m",11
21,"选择","v",12
21,"整体","n",13
21,"运作","vn",14
21,"流程","n",15
21,"还会","x",16
21,"推荐","v",17
21,"一键","n",18
21,"装","v",19
21,"软件","n",20
21,"几个","m",21
21,"主流","b",22
21,"视频","n",23
21,"软件","n",24
21,"装","v",25
21,"寸","m",26
21,"适合","v",27
21,"米","q",28
21,"距离","n",29
21,"客厅","n",30
21,"人员","n",31
21,"收费","n",32
21,"标准","n",33
21,"提供","v",34
21,"服务","vn",35
21,"还算","v",36
21,"专业","n",37
21,"沙发","nz",38
21,"坐","v",39
21,"高度","n",40
21,"高度","n",41
21,"保证","v",42
21,"视平线","x",43
21,"舒服","a",44
21,"星期","t",45
21,"收到","v",46
21,"还行","v",47
21,"画面","n",48
21,"清晰","a",49
21,"音质","n",50
21,"特别","d",51
21,"喜欢","v",52
21,"语音","n",53
21,"功能","n",54
21,"预约","v",55
21,"时间","n",56
21,"里","f",57
21,"送到","v",58
21,"家里","s",59
21,"师傅","nr",60
21,"试","v",61
21,"开机","n",62
21,"显示","v",63
21,"屏幕","n",64
21,"就让","v",65
21,"签收","v",66
21,"设置","vn",67
21,"寸","m",68
21,"屏幕","n",69
21,"确实","ad",70
21,"画面","n",71
21,"清晰","a",72
21,"配置","v",73
21,"高","a",74
21,"声音","n",75
21,"价位","n",76
21,"无敌","v",77
21,"外观","n",78
21,"简单","a",79
21,"大方","n",80
21,"运行","v",81
21,"速度","n",82
21,"声控","n",83
21,"遥控","vn",84
21,"人性化","n",85
21,"儿童","n",86
21,"老人","n",87
21,"找到","v",88
21,"喜欢","v",89
21,"节目","n",90
21,"尺寸","n",91
21,"大小","b",92
21,"合适","a",93
21,"师傅","nr",94
21,"热心","n",95
21,"到家","x",96
21,"外形","n",97
21,"外观","n",98
21,"漂亮","a",99
21,"边框","n",100
21,"运行","v",101
21,"速度","n",102
21,"运行","v",103
21,"挺快","v",104
21,"流畅","a",105
21,"功能","n",106
21,"效果","n",107
21,"功能强大","i",108
21,"屏幕","n",109
21,"音效","n",110
21,"杜比","nrt",111
21,"音效","n",112
21,"舒服","a",113
22,"屏幕","n",1
22,"音效","n",2
22,"音效","n",3
22,"超棒","x",4
22,"屏幕","n",5
22,"色彩艳丽","i",6
22,"运行","v",7
22,"速度","n",8
22,"功能","n",9
22,"效果","n",10
22,"棒棒","n",11
23,"物流","n",1
23,"太快","x",2
23,"第二天","m",3
23,"送到","v",4
23,"尺寸","n",5
23,"大小","b",6
23,"合适","a",7
23,"反应速度","n",8
23,"美观大方","ns",9
23,"值得","v",10
23,"入手","v",11
23,"关键","n",12
23,"超级","b",13
23,"超级","b",14
23,"便宜","a",15
23,"放在","v",16
23,"家里","s",17
23,"赏心悦目","i",18
23,"挂","v",19
23,"墙上","s",20
23,"省","n",21
23,"空间","n",22
23,"画质","n",23
23,"画面","n",24
23,"清晰","a",25
23,"不刺","x",26
23,"眼睛","n",27
23,"反应速度","n",28
23,"临时","b",29
23,"失望","v",30
23,"好评","v",31
24,"漂亮","a",1
24,"外形","n",2
24,"美观","nz",3
24,"性价比","n",4
24,"高","a",5
24,"价格","n",6
24,"实惠","vn",7
24,"声音","n",8
24,"大声","m",9
24,"画面","n",10
24,"清晰","a",11
24,"客服","n",12
24,"服务态度","n",13
24,"牌子","n",14
24,"看好","v",15
24,"牌子","n",16
24,"电器","n",17
24,"真的","d",18
24,"划算","v",19
24,"好评","v",20
24,"机","n",21
24,"放在","v",22
24,"卧室","n",23
24,"感觉","n",24
24,"大小","b",25
24,"合适","a",26
24,"活动","vn",27
24,"购买","v",28
24,"买回来","l",29
24,"显示器","n",30
24,"网络","n",31
24,"发货","n",32
24,"很快","d",33
24,"发货","n",34
24,"收到","v",35
24,"两天","m",36
24,"时间","n",37
24,"物流","n",38
24,"力","n",39
24,"满意","v",40
24,"简单","a",41
24,"那天","r",42
24,"快递","v",43
24,"员","zg",44
24,"送货","v",45
24,"在家","r",46
24,"寄放在","n",47
24,"店里","n",48
24,"宝宝","nr",49
24,"再也","d",50
24,"不用","v",51
24,"天天","t",52
24,"手机","n",53
24,"总体","n",54
24,"感觉","n",55
24,"送货","v",56
24,"速度","n",57
24,"很快","d",58
24,"第一次","m",59
24,"不难","d",60
24,"音色","n",61
24,"画面","n",62
24,"清晰","a",63
24,"价格","n",64
24,"实惠","vn",65
24,"推荐","v",66
24,"朋友","n",67
24,"选购","v",68
24,"希望","v",69
24,"耐用","a",70
24,"网上","s",71
24,"东西","ns",72
24,"担心","v",73
24,"买到","v",74
24,"翻新","v",75
24,"货","n",76
24,"希望","v",77
24,"第一次","m",78
24,"网上","s",79
24,"机是","x",80
24,"老人","n",81
24,"下单","n",82
24,"递给","v",83
24,"老家","n",84
24,"特别","d",85
24,"快递","v",86
24,"小哥","n",87
24,"家里","s",88
24,"老人","n",89
24,"不太懂","x",90
24,"小哥","n",91
24,"帮忙","v",92
24,"给机","x",93
24,"检查","vn",94
24,"耐心","a",95
24,"帮忙","v",96
24,"底座","n",97
24,"真的","d",98
24,"非常感谢","i",99
24,"家里人","nrt",100
24,"清晰","a",101
24,"家里","s",102
24,"网络线","n",103
24,"找到","v",104
24,"就可以看","i",105
24,"推送","v",106
24,"福利","ns",107
24,"手机","n",108
24,"经济","n",109
24,"实惠","vn",110
24,"超薄","a",111
24,"机身","n",112
24,"外观","n",113
24,"漂亮","a",114
24,"看着","v",115
24,"简洁","a",116
24,"大方","n",117
24,"配合","v",118
24,"家里","s",119
24,"墙","n",120
24,"遮挡","v",121
24,"插座","n",122
24,"完美","a",123
24,"超","v",124
24,"清晰","a",125
24,"屏","n",126
24,"一圈","m",127
24,"边框","n",128
24,"最大化","nt",129
24,"视觉效果","n",130
24,"代工","n",131
24,"更省","x",132
24,"电","n",133
24,"后续","v",134
24,"有待","v",135
24,"验证","v",136
24,"确认","v",137
24,"画面","n",138
24,"色彩","n",139
24,"效果","n",140
24,"棒","zg",141
25,"运行","v",1
25,"速度","n",2
25,"很快","d",3
25,"内存","n",4
25,"外形","n",5
25,"外观","n",6
25,"简约","d",7
25,"大气","n",8
25,"很薄","a",9
25,"屏幕","n",10
25,"音效","n",11
25,"音效","n",12
25,"电影","n",13
25,"选择","v",14
25,"超级","b",15
25,"清晰","a",16
25,"尺寸","n",17
25,"大小","b",18
25,"家","q",19
25,"客厅","n",20
25,"选择","v",21
25,"更好","d",22
25,"功能","n",23
25,"效果","n",24
25,"首","m",25
25,"月","m",26
25,"会员","n",27
25,"内置","n",28
25,"小爱","x",29
25,"找台","x",30
25,"语音","n",31
25,"小爱","x",32
25,"找","v",33
25,"想要","v",34
25,"内容","n",35
25,"手机","n",36
25,"下载","v",37
25,"遥控","vn",38
25,"家里","s",39
25,"一款","m",40
25,"产品","n",41
