"id","word","nature","index_word"
4,"非常重视","l",33
4,"师傅","nr",34
4,"培训","vn",35
4,"不断加强","i",36
4,"意识","n",37
4,"提升","v",38
4,"水平","n",39
4,"环节","n",40
4,"中","f",41
4,"不断完善","l",42
4,"提供","v",43
4,"更好","d",44
4,"购物","n",45
4,"色彩","n",46
4,"遥控器","n",47
4,"后盖盖","x",48
4,"不紧","x",49
5,"全新","d",1
5,"未","d",2
5,"拆封","v",3
5,"正品","n",4
5,"三包","m",5
5,"时","n",6
5,"质量检查","n",7
5,"流程","n",8
5,"确保","v",9
5,"品质","n",10
5,"响应","v",11
5,"国家","n",12
5,"环保","j",13
5,"政策","n",14
5,"启用","v",15
5,"电子","n",16
5,"发票","n",17
5,"电子","n",18
5,"发票","n",19
5,"订单","n",20
5,"小时","n",21
5,"开具","v",22
5,"订单","n",23
5,"详情","a",24
5,"查看","v",25
5,"增值税","n",26
5,"发票","n",27
5,"审核","v",28
5,"培训","vn",29
5,"不断加强","i",30
5,"意识","n",31
5,"提升","v",32
5,"水平","n",33
5,"提供","v",34
5,"更好","d",35
5,"购物","n",36
5,"技术","n",37
5,"生活","vn",38
6,"全新","d",1
6,"未","d",2
6,"拆封","v",3
6,"正品","n",4
6,"三包","m",5
6,"时","n",6
6,"质量检查","n",7
6,"流程","n",8
6,"确保","v",9
6,"品质","n",10
6,"非人","b",11
6,"导致","v",12
6,"质量","n",13
6,"工程师","n",14
6,"检测","vn",15
6,"为准","v",16
6,"三包","m",17
6,"完善","v",18
6,"售后","n",19
6,"售后","n",20
6,"权益","n",21
6,"详细","ad",22
6,"生活","vn",23
7,"不好","d",1
7,"购物","n",2
7,"本店","n",3
7,"正品","n",4
7,"店","n",5
7,"所售","v",6
7,"未","d",7
7,"拆封","v",8
7,"全新","d",9
7,"正品","n",10
7,"三包","m",11
7,"时","n",12
7,"质量检查","n",13
7,"流程","n",14
7,"确保","v",15
7,"品质","n",16
7,"不断加强","i",17
7,"意识","n",18
7,"提升","v",19
7,"水平","n",20
7,"配","v",21
7,"环节","n",22
7,"中","f",23
7,"不断完善","l",24
7,"提供","v",25
7,"更好","d",26
7,"购物","n",27
7,"中","f",28
7,"访问","v",29
7,"供应商","n",30
7,"详细","ad",31
7,"生活","vn",32
8,"质量","n",1
8,"不好","d",2
8,"屏幕","n",3
8,"蓝屏","x",4
8,"屏坏","x",5
8,"售后","n",6
8,"不行","v",7
8,"太慢","a",8
9,"带来","v",1
9,"不便","c",2
9,"正品","n",3
9,"三包","m",4
9,"时","n",5
9,"质量检查","n",6
9,"流程","n",7
9,"确保","v",8
9,"品质","n",9
9,"英寸","n",10
9,"屏","n",11
9,"数字音频","n",12
9,"输出","v",13
9,"连接","v",14
9,"外设","vn",15
9,"输出","v",16
9,"声音","n",17
9,"家庭","n",18
9,"音响","n",19
9,"功放","l",20
9,"技术","n",21
9,"音响设备","n",22
9,"后期","t",23
9,"中有","x",24
9,"理解","v",25
9,"生活","vn",26
10,"票","n",1
10,"拆开","v",2
10,"开具","v",3
10,"目无法纪","i",4
11,"轻轻","d",1
11,"放","v",2
11,"桌面","n",3
11,"碎","a",4
11,"质量","n",5
11,"太差","n",6
12,"下次","t",1
12,"刚买","x",2
12,"降价","n",3
12,"质量","n",4
12,"清晰度","n",5
12,"高","a",6
12,"屏","n",7
12,"壳体","n",8
12,"间隙","n",9
12,"太大","ns",10
13,"差","a",1
13,"两","m",2
13,"螺丝","n",3
13,"收费","n",4
13,"太坑","x",5
13,"不停","d",6
13,"推销","v",7
13,"延保","x",8
13,"泄露","v",9
13,"个人信息","n",10
13,"找","v",11
13,"不到","v",12
13,"问个","x",13
13,"所以然","i",14
13,"物流","n",15
13,"店","n",16
13,"个人信息","n",17
13,"卖出去","v",18
14,"挂墙","x",1
14,"材料","n",2
14,"回来","v",3
14,"加钱","v",4
14,"贵","a",5
14,"亏了","v",6
14,"售后","n",7
14,"太差","n",8
15,"配送","v",1
15,"人员","n",2
15,"送货","v",3
15,"找","v",4
15,"两天","m",5
15,"电话","n",6
15,"接通","v",7
15,"人员","n",8
15,"确认","v",9
15,"收货","n",10
16,"清晰度","n",1
16,"不行","v",2
17,"带来","v",1
17,"不好","d",2
17,"购物","n",3
17,"全新","d",4
17,"未","d",5
17,"拆封","v",6
17,"正品","n",7
17,"三包","m",8
17,"时","n",9
17,"质量检查","n",10
17,"流程","n",11
17,"确保","v",12
17,"品质","n",13
17,"系统升级","n",14
17,"最新","d",15
17,"稳定","a",16
17,"版本","n",17
17,"系统","n",18
17,"操作","v",19
17,"依然","d",20
17,"异常","d",21
17,"生活","vn",22
18,"到货","v",1
18,"时间","n",2
18,"真的","d",3
18,"生气","n",4
18,"促销","v",5
18,"火爆","a",6
18,"客户","n",7
18,"需求量","n",8
18,"参加","v",9
18,"活动","vn",10
18,"人数","n",11
18,"发货","n",12
18,"时间","n",13
18,"任务艰巨","i",14
18,"理解","v",15
18,"备货","n",16
18,"更多人","x",17
18,"购买","v",18
18,"需求","v",19
18,"物流配送","n",20
18,"积极主动","n",21
18,"改善","v",22
18,"努力争取","nr",23
18,"带来","v",24
18,"捷","ns",25
18,"优质","n",26
18,"生产","vn",27
18,"包装","v",28
18,"配送","v",29
18,"环节","n",30
18,"中","f",31
18,"不断完善","l",32
18,"提供","v",33
18,"更好","d",34
18,"购物","n",35
18,"价格","n",36
18,"市场","n",37
18,"波动","vn",38
18,"每日","r",39
18,"涨价","n",40
18,"降价","n",41
18,"促销","v",42
18,"变化","vn",43
18,"后期","t",44
18,"中","f",45
18,"访问","v",46
18,"详细","ad",47
18,"生活","vn",48
19,"全新","d",1
19,"未","d",2
19,"拆封","v",3
19,"正品","n",4
19,"三包","m",5
19,"时","n",6
19,"质量检查","n",7
19,"流程","n",8
19,"确保","v",9
19,"品质","n",10
19,"中","f",11
19,"访问","v",12
19,"供应商","n",13
19,"详细","ad",14
19,"生活","vn",15
20,"支架","n",1
20,"电话","n",2
20,"互相推诿","l",3
20,"差评","x",4
21,"套路","n",1
21,"销售","vn",2
21,"机","n",3
21,"自带","n",4
21,"爱奇艺","x",5
21,"软件","n",6
21,"购买","v",7
21,"界面","n",8
21,"提示","v",9
21,"爱奇","x",10
21,"艺版","x",11
21,"误导","n",12
21,"消费者","n",13
21,"捆绑","v",14
21,"消费","vn",15
21,"带来","v",16
21,"不便","c",17
21,"授权","v",18
21,"全新","d",19
21,"未","d",20
21,"拆封","v",21
21,"正品","n",22
21,"质量","n",23
21,"可靠","v",24
21,"国家","n",25
21,"三包","m",26
21,"厂家","n",27
21,"提供","v",28
21,"上门","ns",29
21,"拨打","v",30
21,"全国","n",31
21,"统一","vn",32
21,"客户","n",33
21,"预约","v",34
21,"电话","n",35
21,"周一","t",36
21,"周日","t",37
21,"解答","v",38
21,"生活","vn",39
22,"听说","v",1
23,"正品","n",1
23,"三包","m",2
23,"时","n",3
23,"质量检查","n",4
23,"流程","n",5
23,"确保","v",6
23,"品质","n",7
23,"内置","n",8
23,"资源","n",9
23,"大部分","m",10
23,"免费","vn",11
23,"观看","v",12
23,"需求","v",13
23,"资源","n",14
23,"付费","v",15
23,"会员","n",16
23,"观看","v",17
23,"查看","v",18
23,"情况","n",19
23,"选择","v",20
23,"购买","v",21
23,"会员","n",22
23,"后期","t",23
23,"中","f",24
23,"访问","v",25
23,"详细","ad",26
23,"生活","vn",27
24,"会员","n",1
25,"真的","d",1
25,"不好","d",2
25,"购物","n",3
25,"本店","n",4
25,"正品","n",5
25,"店","n",6
25,"所售","v",7
25,"未","d",8
25,"拆封","v",9
25,"全新","d",10
25,"正品","n",11
25,"三包","m",12
25,"时","n",13
25,"质量检查","n",14
25,"流程","n",15
25,"确保","v",16
25,"品质","n",17
25,"选购","v",18
25,"该款","r",19
25,"厂家","n",20
25,"提供","v",21
25,"上门","ns",22
25,"商品","n",23
25,"介绍","v",24
25,"页面","n",25
25,"下方","f",26
25,"收费","n",27
25,"标准","n",28
25,"底座","n",29
25,"挂架","v",30
25,"单独","d",31
25,"收取","v",32
25,"费及","x",33
25,"挂架","v",34
25,"费用","n",35
25,"人员","n",36
25,"品牌","n",37
25,"底座","n",38
25,"挂架","v",39
25,"提供","v",40
25,"采用","v",41
25,"非","h",42
25,"原装","n",43
25,"挂架","v",44
25,"自行","r",45
25,"事故","n",46
25,"公司","n",47
25,"承担","v",48
25,"法律责任","n",49
25,"仔细","ad",50
25,"查看","v",51
25,"后期","t",52
25,"中","f",53
25,"访问","v",54
25,"供应商","n",55
25,"详细","ad",56
25,"生活","vn",57
26,"尺寸","n",1
26,"好像","v",2
26,"曲面","n",3
26,"意义","n",4
26,"一塌糊涂","i",5
26,"送货","v",6
26,"四星","nz",7
26,"负分","n",8
26,"不好","d",9
26,"购物","n",10
26,"屏","n",11
26,"设计","vn",12
26,"搭配","v",13
26,"高质量","n",14
26,"画质","n",15
26,"音质","n",16
26,"开","v",17
26,"机关","n",18
26,"机都","x",19
26,"震撼","v",20
26,"详细","ad",21
26,"状况","n",22
26,"解决","v",23
26,"针对性","n",24
26,"回复","v",25
26,"解答","v",26
26,"供应商","n",27
26,"详细","ad",28
26,"会为","x",29
26,"生活","vn",30
27,"滴","v",1
27,"咱家","r",2
27,"销售","vn",3
27,"全新","d",4
27,"正品","n",5
27,"三包","m",6
27,"发票","n",7
27,"协助","v",8
27,"申请","v",9
27,"售后","n",10
27,"检测","vn",11
27,"尽力","d",12
27,"帮","v",13
27,"解决","v",14
27,"放心","v",15
27,"完善","v",16
27,"售后","n",17
27,"政策","n",18
27,"售后","n",19
27,"权益","n",20
27,"解决","v",21
27,"访问","v",22
27,"详细","ad",23
27,"生活","vn",24
28,"双十","m",1
28,"便宜","a",2
28,"保价","n",3
28,"天","q",4
28,"秒杀","n",5
28,"太","d",6
28,"麻烦","an",7
28,"退","v",8
28,"好像","v",9
28,"没什么","l",10
28,"东西","ns",11
28,"超过","v",12
28,"年","m",13
28,"一口气","i",14
28,"差评","x",15
28,"唯一","b",16
28,"差评","x",17
28,"东西","ns",18
28,"便宜","a",19
28,"太","d",20
28,"恶心","n",21
28,"第一次","m",22
28,"全新","d",23
28,"未","d",24
28,"拆封","v",25
28,"正品","n",26
28,"三包","m",27
28,"时","n",28
28,"质量检查","n",29
28,"流程","n",30
28,"确保","v",31
28,"品质","n",32
28,"开机","n",33
28,"卡","n",34
28,"开","v",35
28,"机界面","n",36
28,"方法","n",37
28,"操作","v",38
28,"断电","n",39
28,"重启","v",40
28,"点击","v",41
28,"电源","n",42
28,"键后","x",43
28,"屏幕","n",44
28,"显示","v",45
28,"遥控器","n",46
28,"电源","n",47
28,"键及","x",48
28,"主机","b",49
28,"电源","n",50
28,"键","n",51
28,"开机","n",52
28,"遥控器","n",53
28,"开机","n",54
28,"排查","vn",55
28,"遥控器","n",56
28,"电源","n",57
28,"键","n",58
28,"开机","n",59
28,"售后","n",60
28,"检测","vn",61
28,"查看","v",62
28,"电源","n",63
28,"键","n",64
28,"点击","v",65
28,"电源","n",66
28,"键后","x",67
28,"卡","n",68
28,"开","v",69
28,"机界面","n",70
28,"清除","v",71
28,"数据","n",72
28,"重启","v",73
28,"中","f",74
28,"访问","v",75
28,"供应商","n",76
28,"详细","ad",77
28,"生活","vn",78
29,"带来","v",1
29,"不便","c",2
29,"全新","d",3
29,"未","d",4
29,"拆封","v",5
29,"正品","n",6
29,"三包","m",7
29,"时","n",8
29,"质量检查","n",9
29,"流程","n",10
29,"确保","v",11
29,"品质","n",12
29,"观看","v",13
29,"画面","n",14
29,"模糊","a",15
29,"清晰","a",16
29,"方法","n",17
29,"排查","vn",18
29,"界面","n",19
29,"包括","v",20
29,"字体","n",21
29,"图像","n",22
29,"软件","n",23
29,"界面","n",24
29,"模糊","a",25
29,"升级","vn",26
29,"系统","n",27
29,"申请","v",28
29,"售后","n",29
29,"检测","vn",30
29,"页面","n",31
29,"模糊","a",32
29,"页面","n",33
29,"播放","v",34
29,"视频","n",35
29,"画面","n",36
29,"模糊","a",37
29,"切换","v",38
29,"视频","n",39
29,"分辨率","n",40
29,"视频","n",41
29,"画面质量","n",42
29,"较差","a",43
29,"更换","v",44
29,"片源","n",45
29,"切换","v",46
29,"机顶盒","n",47
29,"界面","n",48
29,"画面","n",49
29,"模糊","a",50
29,"检查","vn",51
29,"机顶盒","n",52
29,"设置","vn",53
29,"输出","v",54
29,"分辨率","n",55
29,"中","f",56
29,"访问","v",57
29,"供应商","n",58
29,"详细","ad",59
29,"生活","vn",60
30,"师傅","nr",1
30,"超级","b",2
30,"差评","x",3
30,"集团","n",4
30,"好好","d",5
30,"整顿","m",6
30,"付费","v",7
30,"挂","v",8
30,"装","v",9
30,"想","v",10
30,"身上","s",11
30,"赚","v",12
30,"外快","v",13
30,"人品","n",14
30,"超级","b",15
30,"差","a",16
30,"没得","v",17
30,"赚","v",18
30,"不乐意","i",19
30,"做","v",20
30,"不好","d",21
30,"购物","n",22
30,"本店","n",23
30,"正品","n",24
30,"店","n",25
30,"所售","v",26
30,"未","d",27
30,"拆封","v",28
30,"全新","d",29
30,"正品","n",30
30,"三包","m",31
30,"选购","v",32
30,"该款","r",33
30,"厂家","n",34
30,"提供","v",35
30,"上门","ns",36
30,"商品","n",37
30,"介绍","v",38
30,"页面","n",39
30,"下方","f",40
30,"明细","ad",41
30,"标准","n",42
30,"挂架","v",43
30,"施工","vn",44
30,"墙体","n",45
30,"评估","vn",46
30,"工程师","n",47
30,"确认","v",48
30,"施工","vn",49
30,"条件","n",50
30,"人员","n",51
30,"品牌","n",52
30,"底座","n",53
30,"挂架","v",54
30,"采用","v",55
30,"非","h",56
30,"原装","n",57
30,"挂架","v",58
30,"自行","r",59
30,"事故","n",60
30,"公司","n",61
30,"承担","v",62
30,"法律责任","n",63
30,"仔细","ad",64
30,"查看","v",65
30,"会为","x",66
30,"刚买","x",67
30,"下午","t",68
30,"坏","a",69
30,"家里","s",70
30,"老人","n",71
30,"麻烦","an",72
30,"真的","d",73
30,"挺烦","x",74
30,"差评","x",75
30,"中","f",76
30,"差评","x",77
30,"赠品","n",78
30,"送","v",79
30,"一星","x",80
30,"快递","v",81
31,"不错","a",1
31,"开机","n",2
31,"先来","t",3
31,"秒","m",4
31,"广告","n",5
31,"屏保","nz",6
31,"秒","m",7
31,"广告","n",8
31,"烂","v",9
31,"家","q",10
31,"不好","d",11
31,"购物","n",12
31,"人员","n",13
31,"培训","vn",14
31,"改善","v",15
31,"员工","n",16
31,"培训","vn",17
31,"提升","v",18
31,"水平","n",19
31,"力求","n",20
31,"提供","v",21
31,"更好","d",22
31,"购物","n",23
31,"本店","n",24
31,"正品","n",25
31,"店","n",26
31,"所售","v",27
31,"未","d",28
31,"拆封","v",29
31,"全新","d",30
31,"正品","n",31
31,"三包","m",32
31,"时","n",33
31,"质量检查","n",34
31,"流程","n",35
31,"确保","v",36
31,"品质","n",37
31,"协助","v",38
31,"申请","v",39
31,"售后","n",40
31,"检测","vn",41
31,"尽力","d",42
31,"帮","v",43
31,"解决","v",44
31,"放心","v",45
31,"完善","v",46
31,"售后","n",47
31,"政策","n",48
31,"售后","n",49
31,"权益","n",50
31,"解决","v",51
31,"访问","v",52
31,"详细","ad",53
31,"生活","vn",54
32,"不好","d",1
32,"购物","n",2
32,"本店","n",3
32,"正品","n",4
32,"店","n",5
32,"所售","v",6
32,"未","d",7
32,"拆封","v",8
32,"全新","d",9
32,"正品","n",10
32,"三包","m",11
32,"时","n",12
32,"质量检查","n",13
32,"流程","n",14
32,"确保","v",15
32,"品质","n",16
32,"详细","ad",17
32,"状况","n",18
32,"解决","v",19
32,"针对性","n",20
32,"回复","v",21
32,"解答","v",22
32,"供应商","n",23
32,"详细","ad",24
32,"会为","x",25
32,"生活","vn",26
33,"不好","d",1
33,"购物","n",2
33,"本店","n",3
33,"正品","n",4
33,"店","n",5
33,"所售","v",6
33,"未","d",7
33,"拆封","v",8
33,"全新","d",9
33,"正品","n",10
33,"三包","m",11
33,"时","n",12
33,"质量检查","n",13
33,"流程","n",14
33,"确保","v",15
33,"品质","n",16
33,"中","f",17
33,"详细描述","n",18
33,"告知","v",19
33,"针对性","n",20
33,"回复","v",21
33,"解答","v",22
33,"会为","x",23
33,"生活","vn",24
34,"套路","n",1
34,"太深","x",2
34,"满意","v",3
34,"刚买","x",4
34,"降价","n",5
34,"同事","n",6
34,"到手","d",7
34,"一千六","m",8
34,"早","a",9
34,"两周","m",10
34,"一千","m",11
34,"说好","v",12
34,"价保","x",13
34,"天","q",14
34,"非","h",15
34,"同一个","b",16
34,"账号","n",17
34,"下单","n",18
34,"比价","n",19
34,"算","v",20
34,"优惠券","n",21
34,"订单","n",22
34,"占用","v",23
34,"同事","n",24
34,"账号","n",25
34,"下单","n",26
34,"价格","n",27
34,"明摆着","l",28
34,"没用","v",29
34,"失望","v",30
34,"不错","a",31
34,"后悔","v",32
34,"入手","v",33
34,"太早","x",34
34,"价格","n",35
34,"保护","v",36
34,"套路","n",37
34,"太深","x",38
35,"电源线","n",1
35,"太短","n",2
35,"送","v",3
35,"多要","x",4
35,"会员","n",5
35,"带来","v",6
35,"不便","c",7
35,"保证","v",8
35,"售后","n",9
35,"网点","n",10
35,"调试","vn",11
35,"商品","n",12
35,"介绍","v",13
35,"页面","n",14
35,"下方","f",15
35,"明细","ad",16
35,"核实","n",17
35,"查看","v",18
35,"访问","v",19
35,"供应商","n",20
35,"详细","ad",21
35,"生活","vn",22
36,"正品","n",1
36,"三包","m",2
36,"时","n",3
36,"质量检查","n",4
36,"流程","n",5
36,"确保","v",6
36,"品质","n",7
36,"屏","n",8
36,"光纤","n",9
36,"音频","n",10
36,"输出","v",11
36,"技术","n",12
36,"供应商","n",13
36,"详细","ad",14
36,"生活","vn",15
37,"带来","v",1
37,"不便","c",2
37,"发货","n",3
37,"订单","n",4
37,"详情","a",5
37,"包装","v",6
37,"清单","a",7
37,"信息","n",8
37,"发货","n",9
37,"收到","v",10
37,"状况","n",11
37,"购买","v",12
37,"访问","v",13
37,"生活","vn",14
38,"送","v",1
38,"不送","x",2
38,"收费","n",3
38,"交了","x",4
38,"会员","n",5
38,"交","v",6
38,"会员","n",7
38,"统一","vn",8
38,"交","v",9
39,"卖家","n",1
39,"太差","n",2
40,"质量","n",1
40,"屏幕","n",2
40,"鸡蛋","n",3
40,"皮","n",4
40,"脆","a",5
40,"一碰","x",6
40,"碎","a",7
40,"真的","d",8
40,"添麻烦","l",9
40,"本店","n",10
40,"正品","n",11
40,"店","n",12
40,"所售","v",13
40,"未","d",14
40,"拆封","v",15
40,"全新","d",16
40,"正品","n",17
40,"三包","m",18
40,"时","n",19
40,"质量检查","n",20
40,"流程","n",21
40,"确保","v",22
40,"品质","n",23
40,"明亮","a",24
40,"屏","n",25
40,"清晰","a",26
40,"细节","n",27
40,"分辨率","n",28
40,"细节","n",29
40,"分毫","m",30
40,"毕现","v",31
40,"瞬间","t",32
40,"清晰可见","l",33
40,"高","a",34
40,"动态","n",35
40,"图像","n",36
40,"色彩","n",37
40,"生动","vn",38
40,"细节","n",39
40,"物体","n",40
40,"真实","d",41
40,"多彩","b",42
40,"眼见","n",43
40,"所得","v",44
40,"内置","n",45
40,"资源","n",46
40,"大部分","m",47
40,"免费","vn",48
40,"观看","v",49
40,"需求","v",50
40,"资源","n",51
40,"付费","v",52
40,"会员","n",53
40,"观看","v",54
40,"查看","v",55
40,"情况","n",56
40,"选择","v",57
40,"购买","v",58
40,"会员","n",59
40,"技术","n",60
40,"会为","x",61
40,"生活","vn",62
41,"外形","n",1
41,"外观","n",2
41,"花纹","n",3
42,"闪屏","x",1
42,"售后","n",2
42,"慢","a",3
42,"差","a",4
42,"第一天","m",5
42,"第二天","m",6
43,"购物","n",1
43,"最差","a",2
43,"售后","n",3
43,"太","d",4
43,"差劲","n",5
44,"质量","n",1
44,"往外","x",2
44,"碎","a",3
44,"推四","x",4
44,"五六","m",5
45,"不好","d",1
45,"购物","n",2
45,"本店","n",3
45,"正品","n",4
45,"店","n",5
45,"所售","v",6
45,"未","d",7
45,"拆封","v",8
45,"全新","d",9
45,"正品","n",10
45,"三包","m",11
45,"时","n",12
45,"质量检查","n",13
45,"流程","n",14
45,"确保","v",15
45,"品质","n",16
45,"选材","n",17
45,"工艺","n",18
45,"优秀","a",19
45,"细细","a",20
45,"体会","n",21
45,"发现","v",22
45,"美好","a",23
45,"出售","vn",24
45,"商品","n",25
45,"三包","m",26
45,"质量","n",27
45,"原因","n",28
45,"导致","v",29
45,"工程师","n",30
45,"检测","vn",31
45,"为准","v",32
45,"法定","n",33
45,"三包","m",34
45,"履行职责","n",35
45,"保障","v",36
45,"权益","n",37
45,"如非","x",38
45,"质量","n",39
45,"原因","n",40
45,"导致","v",41
45,"损坏","v",42
45,"自行","r",43
45,"维修中心","nz",44
45,"完善","v",45
45,"售后","n",46
45,"团队","n",47
45,"技术","n",48
45,"访问","v",49
45,"供应商","n",50
45,"详细","ad",51
45,"生活","vn",52
46,"破","v",1
46,"玩意","n",2
46,"坏","a",3
46,"换","nz",4
46,"新","a",5
46,"伤心","n",6
46,"网购","x",7
46,"带来","v",8
46,"购物","n",9
46,"全新","d",10
46,"未","d",11
46,"拆封","v",12
46,"正品","n",13
46,"三包","m",14
46,"时","n",15
46,"质量检查","n",16
46,"流程","n",17
46,"确保","v",18
46,"品质","n",19
46,"选购","v",20
46,"该款","r",21
46,"厂家","n",22
46,"提供","v",23
46,"上门","ns",24
46,"商品","n",25
46,"介绍","v",26
46,"页面","n",27
46,"下方","f",28
46,"明细","ad",29
46,"核实","n",30
46,"查看","v",31
46,"力争","nz",32
46,"每一件","l",33
46,"极致","d",34
46,"材料","n",35
46,"设计","vn",36
46,"质量","n",37
46,"优秀","a",38
46,"技术","n",39
46,"访问","v",40
46,"详细","ad",41
46,"生活","vn",42
47,"月","m",1
47,"日买","x",2
47,"申请","v",3
47,"价保","x",4
47,"套装","n",5
47,"适合","v",6
47,"真坑","x",7
47,"选择","v",8
47,"套装","n",9
47,"购买","v",10
47,"便宜","a",11
48,"真的","d",1
48,"添麻烦","l",2
48,"本店","n",3
48,"正品","n",4
48,"店","n",5
48,"所售","v",6
48,"未","d",7
48,"拆封","v",8
48,"全新","d",9
48,"正品","n",10
48,"三包","m",11
48,"时","n",12
48,"质量检查","n",13
48,"流程","n",14
48,"确保","v",15
48,"品质","n",16
48,"委托","n",17
48,"第三方","m",18
48,"公司","n",19
48,"费","v",20
48,"辅材费","x",21
48,"自理","vn",22
48,"商品","n",23
48,"介绍","v",24
48,"页面","n",25
48,"预约","v",26
48,"电话","n",27
48,"收费","n",28
48,"仔细","ad",29
48,"查看","v",30
48,"预约","v",31
48,"微信","x",32
48,"关注","v",33
48,"之家","r",34
48,"公众","n",35
48,"账号","n",36
48,"预约","v",37
48,"登录","v",38
48,"商城","ns",39
48,"搜索","v",40
48,"拨打","v",41
48,"签收","v",42
48,"扫描","v",43
48,"外包装","n",44
48,"二维码","n",45
48,"会员卡","n",46
48,"针对性","n",47
48,"回复","v",48
48,"解答","v",49
48,"供应商","n",50
48,"会为","x",51
48,"生活","vn",52
49,"真的","d",1
49,"添麻烦","l",2
49,"本店","n",3
49,"正品","n",4
49,"店","n",5
49,"所售","v",6
49,"未","d",7
49,"拆封","v",8
49,"全新","d",9
49,"正品","n",10
49,"三包","m",11
49,"时","n",12
49,"质量检查","n",13
49,"流程","n",14
49,"确保","v",15
49,"品质","n",16
49,"解决","v",17
49,"妹子","n",18
49,"详细","ad",19
49,"生活","vn",20
49,"全心全意","i",21
50,"买不包","x",1
50,"收费","n",2
50,"离谱","n",3
50,"选择","v",4
50,"委托","n",5
50,"第三方","m",6
50,"公司","n",7
50,"费","v",8
50,"辅材费","x",9
50,"自理","vn",10
50,"商品","n",11
50,"介绍","v",12
50,"页面","n",13
50,"预约","v",14
50,"电话","n",15
50,"收费","n",16
50,"仔细","ad",17
50,"查看","v",18
50,"技术","n",19
50,"供应商","n",20
50,"会为","x",21
50,"生活","vn",22
51,"配送","v",1
51,"员","zg",2
51,"讲会","x",3
51,"有人","r",4
51,"打电话","l",5
51,"电话","n",6
51,"问要","x",7
51,"电话","n",8
51,"问","n",9
51,"底座","n",10
51,"收钱","v",11
51,"真","d",12
51,"购物","n",13
51,"正品","n",14
51,"三包","m",15
51,"时","n",16
51,"质量检查","n",17
51,"流程","n",18
51,"确保","v",19
51,"品质","n",20
51,"直观","n",21
51,"准确","a",22
51,"状况","n",23
51,"解决","v",24
51,"供应商","n",25
51,"妹子","n",26
51,"解答","v",27
