ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
产品上面没有明确写明生产日期跟限期，只有底部一个类似批号的？怎么办？请告诉我在哪看，不靠相信,2018-01-24 13:55:25,？！。？。。？！！！！？。,2018-01-24 13:55:25,2018-01-24 13:55:30
这个好用还是曼秀雷敦好用？,2019-04-02 09:28:45,曼秀雷敦 这个只是凑单买的 还凑合用了,2019-04-02 09:28:43,2019-04-02 09:28:45
能用多长时间,2018-03-23 14:27:42,一个月,2018-03-23 14:27:42,2018-03-23 14:27:45
擦完可以吃饭喝水吗,2019-02-01 01:15:24,可以的,2019-02-01 01:15:24,2019-02-01 01:15:30
我是因为抽烟引起的嘴唇干裂的有用吗？,2019-01-03 12:13:27,戒烟,2018-12-26 19:16:17,2018-12-26 19:16:20
您们好，我想给男朋友买个唇膏，他的嘴唇干，脱皮，请问是经典款，还是自然款的？谢谢,2019-01-03 12:12:22,就用男士的,2019-01-03 12:12:22,2019-01-03 12:12:25
两支装的跟正常一只装的一样大吗,2019-01-20 00:14:11,一样大的,2019-01-20 00:14:11,2019-01-20 00:14:15
请问哪一款有薄荷味？,2019-01-11 14:23:51,白色的薄荷味,2019-01-08 12:23:21,2019-01-08 12:23:25
男士型和自然型哪个好？,2019-01-01 16:33:22,都不错,2019-01-01 16:33:22,2019-01-01 16:33:25
有效期在哪里怎么找不到,2018-03-08 18:03:15,用放大镜,2018-03-08 18:03:15,2018-03-08 18:03:40
这个有颜色吗,2018-11-18 11:01:25,白色的，涂上去就是透明的,2018-11-18 11:01:25,2018-11-18 11:01:30
嘴唇干裂用哪款,2018-12-09 09:05:26,这款,2018-12-09 09:05:26,2018-12-09 09:05:30
嘴唇上火涂这个有用吗？,2018-08-16 17:14:40,上火你含块儿冰，这个不管用,2018-08-16 17:14:40,2018-08-16 17:14:50
一支能用多久,2018-11-28 12:35:09,时间挺长,2018-08-31 14:34:01,2018-09-01 16:34:24
这款需要卸妆水吗？,2017-09-19 05:51:18,不用,2017-09-19 05:51:18,2017-09-19 05:51:25
自然型的油腻嘛,2019-08-06 15:20:00,挺好的，不油腻，涂了嘴唇也不干了,2019-06-24 14:26:22,2019-06-24 14:26:25
这个吃饭喝水吃进去有影响吗？还是要先擦掉？,2017-10-18 19:21:18,不甜，没事不要当糖吃,2017-10-18 19:21:18,2017-10-18 19:21:25
闻起来是什么味的？,2018-11-24 10:51:20,没有味道,2018-11-24 10:51:20,2018-11-24 10:51:25
这个涂了影响吃饭喝水吗,2017-10-20 06:45:53,不影响的。基本性能安全,2017-10-20 06:45:53,2017-10-20 06:45:55
实惠装和经典装有什么区别？,2018-11-28 19:51:27,多一个少一个而已，区别不大,2018-08-31 18:36:23,2018-09-01 21:44:06
修复型和天然型有什么区别？,2017-07-05 09:56:13,嘴唇裂的用修复型，干的用天然型,2017-06-14 08:36:52,2017-06-14 17:02:10
味道怎么样,2017-01-05 08:23:03,很不错的一款唇膏，涂了之后看上去很性感！而且价格公道,2017-01-05 08:23:03,2017-01-05 08:23:08
涂上嘴唇会看起来很油腻那样吗,1970-01-01 08:00:00,这个硬度怎么样 天气热的话会不会变得很软,2018-05-22 19:47:49,2018-05-22 19:55:44
为什么我用这个感到不舒服呢，感觉一直在嘴唇上厚厚一层不吸收、喝水擦嘴就没了的那种感觉！,2018-10-13 23:10:37,亲，你是不是抹多了。,2018-10-13 23:10:37,2018-10-13 23:10:45
用着糊嘴嘛,2018-12-22 19:44:27,还好 粘会粘点  不耽误吃饭 喝水,2018-12-22 19:44:27,2018-12-22 19:44:30
涂后退死皮么,2018-10-30 21:19:37,油性不错，涂后不在干了,2018-10-28 22:20:39,2018-10-28 22:20:45
放了一段时间还能不能用，有点长快一年了,2018-12-12 12:35:53,一年一买吧,2018-11-27 19:56:50,2018-11-27 19:56:55
保质期还有多久,2019-06-08 15:38:15,3年,2019-05-11 07:59:06,2019-05-11 07:59:10
涂上这个，不影响我开跑车吧？,2019-04-03 14:09:48,宇航员也可以用,2018-10-15 21:38:41,2018-10-15 21:39:05
我想问用了之后会不会有女朋友，在线等挺急的。,2018-10-14 21:45:36,会有的,2018-10-14 21:45:36,2018-10-14 21:45:45
这个会很油腻么。希望是正常回答。不要秀儿回答,2019-01-21 12:43:06,不油腻。,2019-01-19 13:37:21,2019-01-19 13:37:25
化妆品的批文号看着都过期了,2019-10-25 08:19:10,没有吧,2019-10-25 07:58:29,2019-10-25 08:19:10
站着涂效果好，还是蹲着涂效果好？？,2018-12-12 23:18:30,一边跑一边涂。效果最好,2018-12-12 23:18:30,2018-12-21 23:37:00
想送喜欢的男生，可以吗这个,2019-01-13 19:17:59,可以啊,2019-01-13 19:17:59,2019-01-13 19:18:05
亲们。是正品吗？有效果吗,2018-12-21 14:34:51,是\n有效果,2018-12-21 14:34:51,2018-12-21 14:34:55
冬天侧边嘴唇干裂，涂了用吗？,2019-11-18 17:11:08,效果挺好的,2019-10-22 12:17:35,2019-10-22 13:35:12
