ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
此款面膜比御泥坊面膜，效果如何呢,2019-05-27 18:06:38,看个人吧,2017-10-05 20:34:24,2017-10-05 20:34:35
洗完脸先用爽肤水还是先用面膜？,2018-05-11 20:50:19,应该先用面膜吧,2018-05-11 20:50:19,2018-05-11 20:50:35
是一次性还是可以重复使用？,2018-03-21 13:02:57,晒晒干下次还能用。。,2018-03-21 13:02:57,2018-03-21 13:03:10
看大家都是99.....129买的，现在209，这水分也太大了吧,2019-05-27 18:11:10,不差钱了,2017-12-06 12:54:12,2017-12-06 12:54:20
这个可以对紧致毛孔有效果吗？,2019-05-27 18:06:46,一点点,2017-10-05 20:38:00,2017-10-05 20:38:05
请问这个面膜能敷屁股上吗,2018-05-11 20:49:53,你试试不就知道了,2018-05-11 20:49:53,2018-05-11 20:50:10
请问这个样正反面妈？如何区分？,2018-03-21 13:02:06,没有,2018-03-21 13:02:06,2018-03-21 13:02:20
先洗脸，再贴面膜吗,1970-01-01 08:00:00,有没有过敏现象呢？听说是10张一盒，送的十张是散装的,2018-03-05 13:07:02,2018-03-05 13:07:25
我以为129，就挺便宜了，99是什么时候的价格,2018-01-29 22:08:05,我159买的，心态崩了。,2018-01-29 22:08:05,2018-01-29 22:08:15
适合什么类型的皮肤？,2018-03-03 14:39:48,，油性和混合吧。面膜有点大。小脸慎重,2017-12-12 08:26:27,2017-12-12 08:33:36
用过要不要用收缩毛孔精华油,2017-10-14 12:56:43,用着效果不错，已经回购多次,2017-10-14 12:56:43,2017-10-14 12:56:45
有没有可能会过敏,2017-07-03 10:56:01,还可以，至少我没过敏！,2017-07-03 10:56:01,2017-07-03 10:56:20
是天然的面膜吗？过敏肌肤可以用吗？,2017-07-13 09:48:23,不会过敏,2017-07-13 09:48:23,2017-07-13 09:48:30
618是卖几块？,2017-10-08 20:24:06,挺好使的,2017-10-08 20:24:06,2017-10-08 20:24:10
面膜有人用过吗 效果有吗,2017-06-21 17:51:31,个人感觉还是有用的  ，多用就看到效果了,2017-06-21 17:51:31,2017-06-21 17:52:00
去不去黑头啊,2018-10-07 02:33:26,刚用不久，还不清楚,2018-10-04 18:31:29,2018-10-04 18:31:40
为何我敷上会有针扎的感觉？之前敷过别的品牌的补水面膜，没任何感觉！这是什么情况？有人有这样的感觉吗？,2018-10-10 18:48:25,没有,2018-10-10 18:48:25,2018-10-10 18:48:45
京东上面的欧莱雅面膜是不是正品,2018-11-24 21:47:06,自营店的一定是正品,2018-11-24 21:47:06,2018-11-24 21:47:10
每次间隔大概多少时间？,2019-01-30 14:29:37,1周,2019-01-30 14:28:20,2019-01-30 14:28:25
请问满减在哪里？结算的时候根本没有满减,2018-12-17 12:36:53,套装不支持满减,2018-12-16 10:25:04,2018-12-16 10:25:10
114  25片有没有更低价！7片赠送的,1970-01-01 08:00:00,京东卖的咋这么便宜。是不是正品啊？,2018-11-26 00:57:05,2018-11-26 00:57:10
为什么送的是散装的？给我感觉是假的。。。,2019-04-06 08:07:30,用着  不错,2019-04-02 21:17:43,2019-04-02 21:17:45
为啥我用了两次感觉皮肤变黑了？,2019-03-16 10:20:50,晒得,2019-02-20 22:28:05,2019-02-20 22:28:10
会员怎么开通,2019-01-08 10:06:29,自己好好看看。。。。,2019-01-08 10:06:29,2019-01-08 10:06:35
为什么贴上后脸部有点小小的蜇疼感觉,2019-05-20 17:10:40,你贴的是黄色的吧，我贴黄色也有一点。不过好像没关系。,2019-05-20 17:10:35,2019-05-20 17:10:40
这个为什么不能吧整个脸糊住,2019-05-21 11:19:20,我脸两侧鬓角处会暴露出一根手指粗细的皮肤，其他地方都可以糊住。,2019-05-21 11:19:15,2019-05-21 11:19:20
我用完这个能帅过吴彦祖吗？,2019-08-09 19:28:23,你认为能，就能,2019-08-09 18:52:10,2019-08-09 19:28:23
美迪惠尔和这个哪个好,2019-09-18 02:41:17,这个,2019-09-16 16:55:52,2019-09-16 20:31:45
两面都可以用吗？,2019-11-10 21:36:09,是的呢,2019-10-30 13:14:52,2019-10-30 13:43:57
