ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
这个用来涂肚皮可以吗,2019-11-03 01:32:18,用身体乳抹它不香吗？,2019-11-02 21:13:43,2019-11-03 01:32:18
面霜和乳液 油皮用哪个好一点,2019-11-24 22:13:34,适合干皮,2019-11-24 17:02:26,2019-11-24 22:13:34
这个珂润水乳可以和美国那个md洗面奶配合用吗？,2019-11-21 10:20:48,买一套吧,2019-11-21 09:38:09,2019-11-21 10:20:48
面霜和乳液哪个好？,2019-10-12 14:18:49,乳液,2019-09-26 16:37:30,2019-09-26 17:25:16
会有酒精味吗,2018-10-04 16:50:37,没有闻到酒精味儿，但是包装上没有标注无酒精，但同款的化妆水就明确标注了不含酒精,2018-10-04 16:50:37,2018-10-04 16:50:50
我是敏感肌，平时有在敷椿哲敏感肌面膜，再用这个不冲突吧？,2019-11-28 11:45:48,我也是敏感，用了感觉挺润的，没有不适感,2019-11-28 11:23:30,2019-11-28 11:45:48
用了觉得怎么样？,2019-07-24 14:24:20,为什么会有人觉得稀？我觉得超油，用完上妆都不好上了。而且闷痘了，还是它家霜好,2018-02-17 00:32:42,2018-02-17 00:32:45
初中生能用吗 想补水,2018-11-29 08:25:22,可以的，这个没关系,2018-11-29 08:25:22,2018-11-29 08:25:25
乳液和霜选其一还是两个一起用,2019-01-16 12:18:07,选一个就可以了 ，乳液适合偏油性皮肤的，面霜适合偏干性皮肤的,2019-01-09 18:36:57,2019-01-09 18:37:00
什么年龄阶段用呢？,2017-07-05 11:47:19,我二十几岁,2017-07-05 11:47:19,2017-07-05 11:47:30
我是油性肌肤，用这个会很油不,2018-06-25 14:19:27,我混干皮，这个不油，面霜比较油,2018-06-25 14:19:27,2018-06-25 14:19:40
这个适合夏季使用吗？,2019-07-24 06:20:45,我特意夏天买来用的,2019-07-24 06:20:42,2019-07-24 06:20:45
敏感肌可以用吗,2019-08-07 14:43:29,可以的,2019-08-07 12:57:40,2019-08-07 14:43:29
这个是涂脸的嘛,2019-05-22 01:37:45,可以涂，当然你也可以擦脚，擦手,2019-05-11 16:54:43,2019-05-11 16:54:45
每次用多少量啊，押几泵？,2019-04-02 10:08:55,我按4下,2019-03-13 10:41:37,2019-03-13 10:41:40
睡觉要洗掉吗,2019-05-22 01:35:15,当然不用，睡觉前要抹上去才行。🤣,2019-05-22 01:35:12,2019-05-22 01:35:15
这个乳液有黏腻的感觉吗,2018-11-30 23:14:58,看肤质吧,2018-10-30 15:39:36,2018-10-30 15:39:55
这个是和雅漾一样特别温和几乎没有效果的吗？补水保湿效果如何？,2019-02-10 01:25:30,非常油,2019-02-10 01:25:30,2019-02-10 01:25:35
我看评价的图里乳液都能成型，我的乳液咋超级稀呢，流动性很强啊,2019-08-29 19:06:38,我的也是啊,2019-08-03 21:04:18,2019-08-04 10:09:58
油痘肌可用用这个乳吗？,2019-05-11 16:54:10,适合干燥肌,2019-05-11 16:54:07,2019-05-11 16:54:10
洗完脸干着涂乳液还是脸上湿着涂,2019-07-26 11:19:00,先用水才用乳液的啊,2019-07-26 11:18:57,2019-07-26 11:19:00
好吸收吗？用了会不会感觉像糊了一层油。,2019-01-14 18:46:05,还行 就是冬天用有点偏干,2019-01-14 18:46:05,2019-01-14 18:46:10
混合适合嘛，我看评论有说油，也有的说正好,2019-06-18 13:56:30,干皮合适，混合可以试试。冬天肯定可以,2019-06-18 13:56:27,2019-06-18 13:56:30
闷痘吗？好吸收吗,2019-04-27 22:32:45,我是混油 不闷痘 好吸收,2019-04-27 22:32:42,2019-04-27 22:32:45
这个质地是怎样的？,2019-07-24 06:18:55,用着很油腻 个人肤质原因吧,2019-06-24 08:44:21,2019-06-24 08:44:25
为什么我用完脸会黏黏的 额头直接出油了 是使用方法不对吗 我是混油皮 用了2号水再上水乳的,2019-05-06 05:45:40,干皮的用完不粘,2019-05-06 05:45:36,2019-05-06 05:45:40
瓶子上的curel下方的标志能扣掉吗？,2019-08-20 00:08:22,不可以,2019-07-31 10:18:10,2019-07-31 10:18:15
这个和芙丽芳丝的那个效果好,2019-04-22 16:34:50,没用过芙丽芳丝 感觉这个不错,2019-04-22 16:34:46,2019-04-22 16:34:50
易过敏吗。,2017-11-10 13:11:55,很温和,2017-11-10 13:11:55,2017-11-10 13:12:00
涂水再涂乳和不涂水直接涂乳有什么区别,2019-02-25 12:14:33,emm，亲测乳液不可以直接涂，因为肌肤吸收通道未打开，涂了乳液效果也不会好。不想涂水的话可以用肌底精华代替，效果会更好,2019-02-25 12:14:32,2019-02-25 12:14:35
美白么效果好么,2018-12-10 17:49:26,这是珂润基础保湿系列，有美白诉求去选择珂润美白系列！,2018-09-15 09:22:57,2018-09-15 10:08:08
请问，我夏天是大油皮，用了会油吗？因为我个人很怕油的,2018-09-08 00:23:47,会，最好冬天用,2018-09-08 00:23:47,2018-09-08 00:24:00
是正品吗？\n亲,2018-12-15 16:44:50,是呀。,2017-11-22 12:46:01,2017-11-22 12:46:05
混合型偏油性可以用吗？我是男生,2019-04-02 10:06:05,我是这肤质，感觉还可以,2019-04-02 10:06:03,2019-04-02 10:06:05
滋润度够吗？冬天用会起皮吗,2018-03-01 12:59:14,乳液没有霜好，油腻，建议买霜,2018-03-01 12:59:14,2018-03-01 12:59:40
成份含有防腐剂和香精吗,2019-01-31 02:00:03,没有香精适合敏感肌,2019-01-31 02:00:03,2019-01-31 02:00:05
珂润乳液和面霜哪个好啊？,2018-05-25 17:06:46,面霜毋庸置疑的好，夏天平价且实用就是乳了,2018-05-25 17:06:46,2018-05-25 17:06:50
你们好，请问你们买的这个乳液，闻起来有什么奇怪的味道吗？,2019-01-21 23:16:25,没什么味道，不文明滋润，一般,2019-01-21 23:16:25,2019-01-21 23:16:30
混合皮t区油  用这个会油腻吗,2018-12-14 22:25:12,这款很清爽,2018-12-14 22:25:12,2018-12-14 22:25:15
这个乳冬天大油皮可以使用吗,2019-04-02 10:05:45,混合屁没问题,2019-04-02 10:05:39,2019-04-02 10:05:45
我觉得很好吸收，很清爽，不闷痘,2019-05-03 21:40:45,不清爽好吧，我用了挺油的，东西是好东西，可是我大油田不合适,2019-04-17 15:08:21,2019-04-17 15:08:25
这个牌子实体店在哪可以买到？,2019-03-06 18:57:46,屈臣氏,2019-03-06 18:57:46,2019-03-06 18:57:50
能挤在化妆棉上涂吗,2019-04-02 10:25:15,可以啊。我试过,2019-03-06 08:34:14,2019-03-06 08:34:20
用了这个还要用面霜吗，这个就是保湿的吧，干皮夏天用乳还是用面霜,2018-08-16 13:03:14,我是用了这个还涂一层薄的面霜,2018-08-16 13:03:14,2018-08-16 13:03:20
混油皮擦123哪个系列,2019-08-14 19:00:23,这个都可以吧,2019-08-14 18:25:49,2019-08-14 19:00:23
不是敏感肌，油皮使用感如何？,2018-12-06 03:01:35,正常用就好，很容易吸收,2018-12-06 03:01:35,2018-12-06 03:01:40
美白那款效果好吗,2019-03-03 08:26:31,用的保湿的,2019-03-03 08:26:30,2019-03-03 08:26:35
有人用完之后脸会发红吗?,2018-12-24 15:08:31,没出现这个情况,2018-12-24 15:08:31,2018-12-24 15:08:35
我是油性痘痘肌肤！洗面奶是HR   水是雅诗兰黛原生液  配合这两个憋出好多痘痘咋回事。  平时很少用面霜乳液。这也是一个特别好的朋友推荐的,2019-05-05 13:45:15,这个乳液无敌，几乎是适合百分之90人的脸来使用。,2019-05-05 13:45:09,2019-05-05 13:45:15
这个夏天用可以嘛？敏感肌用这个能去角质吗？可以不用水直接涂这个乳吗？,2017-09-16 14:10:05,我是直接用的，偶尔前面有用精华，感觉很服帖，敏感肌亲妈，很舒服，不去角质...,2017-06-24 12:37:44,2017-07-04 09:12:20
水配霜不用乳液好不好啊,2019-01-23 18:44:10,可以 我喜欢霜,2019-01-23 18:44:10,2019-01-23 18:44:15
脸上有红血丝可以用吗,2018-03-09 22:07:21,就是修复红血丝,2018-03-09 22:07:21,2018-03-09 22:07:40
保湿效果怎样？冬天干皮用了会感觉崩吗？,2018-02-18 21:02:36,对于我这个沙差点皮保湿还插,2018-02-18 21:02:36,2018-02-18 21:02:45
涂还是拍？,2018-12-14 04:34:05,都行吧&hellip;&hellip;看个人,2018-12-10 16:16:20,2018-12-10 16:16:25
男士可以用吗？效果有吗,2018-12-24 15:07:30,我老公也在用着，这款男女都可以的,2018-12-24 15:07:30,2018-12-24 15:07:35
这个和芙丽芳丝，那款要更好用呢,2018-03-09 22:07:33,芙丽芳丝啊,2018-03-09 22:07:33,2018-03-09 22:07:40
这个用完可以直接化妆吗,2018-12-29 19:49:20,这个就是乳液啊...涂完肯定要涂防晒或者隔离霜然后再化妆,2018-12-29 19:49:20,2018-12-29 19:49:25
一套水乳用下来为什么脸上有没有黏黏的感觉？,2018-06-02 14:32:35,没有黏黏的感觉不好吗,2018-06-02 14:32:35,2018-06-02 14:32:45
乳液有修复作用吗？,2018-04-02 11:40:37,保湿不油腻就已经很好了,2018-04-02 11:40:37,2018-04-02 11:41:00
请问这个和蜜浓的乳液哪个更好用,2018-12-12 12:28:57,这个吧，minon据说容易闷痘,2018-12-12 12:28:57,2018-12-12 12:29:00
水乳底部数字，字体一样吗，不一样的是不是不是正品啊,2018-06-02 11:29:34,没注意哦,2018-06-02 11:29:34,2018-06-02 11:29:50
孕妇可以用吗？,2018-12-24 15:08:10,写着说可以，但最好不用吧,2018-12-24 15:08:10,2018-12-24 15:08:15
乳液适合什么肤质,2018-10-06 23:11:46,干性,2018-10-06 23:11:46,2018-10-06 23:12:05
有闭口可以使用吗？,2018-06-12 13:41:44,可以,2018-06-12 13:41:44,2018-06-12 13:42:10
有什么味道？,2018-12-13 13:20:29,基本是没味道,2018-12-13 13:20:29,2018-12-13 13:20:35
乳液和美容液有什么区别？,2018-12-26 20:38:01,这款乳一直在用，对过敏性皮肤很好，很保湿,2018-12-24 15:06:29,2018-12-24 15:06:35
这个补水效果怎么样啊，和滋养面霜比起来哪个好,2018-05-25 17:06:02,个人觉得还不错   用后不油腻 看你是什么肤质的  我与我老公都是油性的  如果你是干性皮肤质可以选择霜,2018-03-03 10:12:01,2018-03-03 15:10:36
乳液北方夏天用，会不会发黏,2019-07-22 14:20:05,我用着油，在北方,2019-07-22 14:20:01,2019-07-22 14:20:05
是正品吗？,2017-12-15 20:04:28,是，很好,2017-12-15 20:04:28,2017-12-15 20:04:40
小仙女们用完乳液之后脸上会不会有白色的小颗粒？我用完每次脸上都会有好多白色的小颗粒，之前用其他的护肤品都没有这种情况，有点担心会不会是假的,2018-03-09 22:06:55,少抹点,2018-03-09 22:06:55,2018-03-09 22:07:15
效果怎么样？推荐购买吗？可以推荐一些其他好用的乳液吗？,2018-01-17 14:42:00,我一直用的这个牌子的，主打神经酰胺，无酒精我香精,2018-01-17 14:42:00,2018-01-17 14:42:25
宝贝们！哺乳期可以用吗？,2018-07-25 15:38:53,可以,2018-07-25 15:38:53,2018-07-25 15:39:00
第一次买自营的，为什么瓶身中间的圆形标识是贴上去的，其他文字摸起来也有凸起感，瓶身材质也不是细腻的那种材质。大家买到手的有没有这些问题？,2018-06-02 14:33:01,我的包装也是这样的，而且看过买的原单的日货的水，标也是贴上去的，可能不同东西包装不太一样，眼霜就不是贴的,2018-03-11 09:22:38,2018-03-11 23:46:20
大家好。混合肌肤用几号水呢。脸颊很干。T区油。谢谢,2018-03-02 23:09:23,我夏天混油，冬天混干，现在用的二号，三号粘！,2017-12-09 22:29:44,2017-12-13 13:03:52
为啥感觉乳液那么稀，是真的吗？,2018-05-25 17:10:07,正常的，乳液体现在后面那个液上，属于液态，如果快过期就会变质，需要把乳液，精华液，霜等分清就可以了，各有各的作用,2018-05-25 17:10:07,2018-05-25 17:10:10
京东官方旗舰店和线下专柜价格一样？,2018-05-25 17:08:27,京东公认的物美价廉，优惠券或者是减满活动，很实惠,2018-05-25 17:08:27,2018-05-25 17:08:30
冬天鼻子上起皮 偏干 用这个乳会不滋润或太油腻吗,2018-03-27 21:25:38,这个太薄了，起皮得用面霜,2018-03-27 21:25:38,2018-03-27 21:25:50
洗完脸直接涂吗，还是要先来点甘油什么的擦擦，我脸起皮，用很多产品都过敏，有人用了改善的吗？,2018-01-24 11:34:07,先擦水，再乳液，不过敏。,2018-01-24 11:34:07,2018-01-24 11:34:15
水 乳液和面霜都买了，但是几天以后发现脸上出现闭合性粉刺，有人和我一样吗？是不是要停用,2018-03-09 22:05:00,抹太多了吧,2018-03-09 22:05:00,2018-03-09 22:05:10
油性和混油皮肤能用吗？,2018-01-17 14:31:49,可以使用，挺好用的,2018-01-17 14:31:49,2018-01-17 14:32:00
它外盒多大尺寸,2019-09-08 13:55:24,没多大。。问外盒尺寸干嘛？,2019-09-08 12:58:42,2019-09-08 13:55:24
痘痘肌可以用吗？有没有产品推荐的,2018-01-17 14:32:47,痘痘肌啊，如果只是痘痘肌而不是敏感痘痘肌可以选择宝拉珍选，适当刷刷酸,2018-01-17 14:32:47,2018-01-17 14:32:50
可调货怎么调，可以调成化妆水吗？,2018-03-23 17:49:24,问客服吧 不知道呢,2018-03-23 17:49:24,2018-03-23 17:49:50
能止痒吗过敏期间能用吗,2017-10-11 19:01:15,蛮好的,2017-10-11 19:01:15,2017-10-11 19:01:20
请问日期怎么样,2017-10-07 10:29:03,我的日期是新的，不过还是用了就爆豆了，感觉是冒牌货，医生说最好别用了额，,2017-10-07 10:29:03,2017-10-07 10:29:05
如果是男孩子用。要买哪个好呢。,2018-01-16 12:22:14,男女适用。,2017-11-04 14:39:46,2017-11-04 19:26:12
这个是几号乳,2018-03-12 12:05:41,乳都一样的，不分几号。水分123号，1号清爽 2号标准 3号保湿,2018-02-25 18:18:18,2018-02-25 23:40:24
开封后有多久的保质期,2018-03-02 11:55:31,开封后都是一年吧,2018-03-02 11:55:31,2018-03-02 11:55:55
请问保质期多长,2018-02-04 00:16:56,一年,2018-02-04 00:16:56,2018-02-04 00:17:15
这个和珂润控油保湿啫喱有什么区别啊？,2017-10-14 10:55:01,这个补水不过敏,2017-10-14 10:55:01,2017-10-14 10:55:05
大家收的货是失效期是什么时候？,2018-01-26 21:38:44,开瓶以后还是尽快用完的,2018-01-26 21:38:44,2018-01-26 21:38:55
需不需要水乳霜一起买？,2017-07-28 21:40:37,只买了水和乳，觉得夏天没必要买霜,2017-07-28 21:40:37,2017-07-28 21:40:45
干性皮肤夏天水用滋润型会油吗   乳液呢,2019-04-14 21:29:35,水不油，乳液会油,2019-04-14 21:29:33,2019-04-14 21:29:35
脂溢性皮炎可以用吗？,2017-12-29 00:32:46,先买小样试一下吧,2017-12-29 00:32:46,2017-12-29 00:32:55
我现在是激素皮炎，皮肤有发红，痒，脱皮可以用它来保湿吗？,2017-11-26 13:55:04,最好什么都不用,2017-11-26 13:55:04,2017-11-26 13:55:10
孕妇可以用吗？,2017-12-13 18:15:07,可以,2017-12-13 18:15:07,2017-12-13 18:15:30
请问是正品吗因为我以前让朋友代购过一次盒子后边就没有中文这个盒子后边怎么是中文,2018-06-07 14:43:08,好像有规定进口的都要有中文标签,2018-06-07 14:43:08,2018-06-07 14:43:25
化妆水1号2号3号有什么区别,2018-01-08 19:32:21,适用的肤质不一样的,2018-01-08 19:32:21,2018-01-08 19:32:40
我看评价有人说不是正品，求买过的亲解惑,2017-06-28 11:01:01,应该是正品,2017-06-28 11:01:01,2017-06-28 11:01:10
混油用会油吗？,2017-06-12 17:34:38,不会，一点也不油，很好用,2017-04-12 08:08:59,2017-04-12 10:20:59
这个生产日期怎么看呢？,2017-06-28 07:37:25,包装上呢,2017-06-28 07:37:25,2017-06-28 07:38:00
今年4月买的乳液。刚开始还凑合 挺稀的  但是用了3分之二吧 除了颜色不同。质地和水一模一样。我想问下 你们遇到过这情况吗？,2017-06-28 07:37:48,乳液很稀 适合夏天,2017-06-28 07:37:48,2017-06-28 07:38:20
用过的亲们。这个乳液和水一样吗？除了颜色不是透明的 质地和水一样吗？？？,2017-06-28 07:38:24,乳液很稀 但也不至于像水一样,2017-06-28 07:38:24,2017-06-28 07:38:40
珂润乳液盒子底部有生产批号吗 为什么我的没有,2017-06-18 22:11:26,日本的化妆品都是只有最后使用期限，你去专柜买也是这样的！,2017-06-18 20:16:53,2017-06-18 20:17:10
男士用觉得油还是滋润呢？,2017-04-26 09:45:13,可以用那个清爽款的，这个是滋润款的。,2017-04-26 09:45:13,2017-04-26 09:45:16
男士有用过的吗，好用吗,2017-03-14 13:59:14,我一直在用 用了一年了,2017-03-14 13:59:14,2017-03-14 13:59:20
一瓶能用多久？,2017-03-11 09:45:51,每天都有用，晚上用面膜不用这个，每次按五下，一个月了，才用了瓶身不到两厘米,2017-03-11 09:45:51,2017-03-11 09:46:00
是正品吗？,1970-01-01 08:00:00,是正品吗？,2018-05-28 18:40:58,2018-05-28 18:41:25
什么时候才有货呀,2018-07-13 11:06:05,这个要问客服,2018-07-08 08:02:55,2018-07-08 08:03:05
怎么还没货啊都几个月了,2018-07-30 14:09:05,我也要买可一直都没货，后来在全球购买的，用着感觉一样吧，反正没有过敏啥的。,2018-07-30 14:09:05,2018-07-30 14:09:17
为什么保湿水会有一股很浓的酒精味,2018-08-22 17:34:12,没有酒精味，是款不错的润肤乳液。,2018-08-22 17:34:12,2018-08-22 17:34:26
是正品吗,2018-06-08 15:18:13,是吧...............,2018-06-08 15:18:13,2018-06-08 15:18:25
什么时间能有货呀,2018-09-18 15:16:32,点一个到货通知就好,2018-09-09 20:35:46,2018-09-09 20:36:05
日期是什么时候,2018-11-02 11:50:50,没注意看 可以问下客服,2018-11-01 11:13:48,2018-11-01 11:14:05
我干性皮肤用着都油，感觉不太好吸收，使用期间长了不少逗逗,2018-12-24 17:46:24,我油皮用着刚刚好也😂挺润的啊,2018-12-24 17:46:24,2018-12-24 17:46:30
有用了过敏的嘛&hellip;&hellip;怀疑人生了真的,2019-01-10 12:17:50,没过敏,2019-01-08 18:11:06,2019-01-08 18:11:10
乳液怎么一直没有货呢,2019-04-07 23:42:05,这款特别粘！,2019-04-07 23:42:00,2019-04-07 23:42:05
大家用会有颗粒感吗，我用着有那种感觉不能吸收的颗粒,2018-11-20 10:08:36,没有,2018-11-20 10:08:36,2018-11-20 10:08:40
想问问是不是正品,2018-12-28 12:14:48,是不是正品不敢保证，但我目前用的没有不良反应,2018-12-28 12:14:48,2018-12-28 12:14:55
乳液什么地区才有货?,2019-05-20 12:26:05,问客服,2019-05-16 21:00:22,2019-05-16 21:00:25
是正品吗各位亲,2018-12-14 22:44:34,用了一个月了治闭口没的说 是正品,2018-12-14 21:57:15,2018-12-14 21:57:20
为什么用起来黏的，后续上妆还卡粉 卡的眼皮褶皱线都出来了,2019-05-02 15:24:40,不用抹很多，多拍几下就吸收了,2019-05-02 15:24:37,2019-05-02 15:24:40
严重堵塞毛孔 慎买,2019-06-19 10:27:20,我用了一个月了，挤出来很稀，上脸挺清爽的呀，按摩吸收即可。不过晚上睡觉还是感觉有点粘粘的。不过保湿乳液一般都这样,2019-06-19 10:27:13,2019-06-19 10:27:20
大家有没有用了过敏的,2019-08-22 07:55:34,第一天有点红，后面就不会了,2019-08-22 07:54:48,2019-08-22 07:55:34
混油皮可以使用吗？是正品吧？偶尔下巴两边会长痘痘很痒是敏感皮吗？,2019-01-31 09:08:58,可以用，我也是混油，乳液稍微有点油，但是少用一点多按摩还是很快吸收了。不能一抹就完事,2019-01-31 09:08:57,2019-01-31 09:09:00
请问是日本原装的还是国内生产的,2018-10-08 11:52:40,日本的，有中文说明,2018-10-08 11:52:40,2018-10-08 11:52:55
&hellip;&hellip;大家买的，抹起来有香味吗？？？就是打开没什么味道，但是一抹开就有一股说不上来的味道&hellip;&hellip;,2017-07-28 21:43:47,打开有一点点味道，抹上感觉没味，比较喜欢，不喜欢香味大的护肤品,2017-07-28 21:43:47,2017-07-28 21:43:50
这个乳液怎么永远都没货呢,2019-11-28 00:33:06,问客服,2019-11-20 16:04:27,2019-11-20 16:09:51
皮肤比较干的人，可以用吗？会不会太油？平时也不太喜欢乳液就是因为感觉涂脸上特别别扭油腻腻的，然后现在我已经买了面霜，乳液和面霜一起用吗？先涂乳液还是面霜呢？,2019-11-04 10:29:39,不会，我大干皮，第二瓶了,2019-11-04 08:50:42,2019-11-04 10:29:39
