ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
怎么用啊？,2019-01-25 02:55:16,去百度,2019-01-21 09:47:37,2019-01-21 09:47:40
男生能不能用啊？然后哪一款比较适合男生用呢？,2018-09-16 09:28:11,可以用 不过奇奇怪怪的,2018-08-30 01:46:38,2018-08-30 01:46:50
粘性怎样？,2018-08-28 14:22:30,不错,2018-08-28 14:22:30,2018-08-28 14:22:40
单眼皮可以吗,2018-10-25 09:32:28,可以 很好用,2018-10-25 09:32:28,2018-10-25 09:32:50
会不会不上妆我买了个涂眼影很难,2018-09-28 14:19:14,我用着还可以,2018-09-28 14:19:14,2018-09-28 14:19:35
粘性好不好，眼皮很厚这种适合用吗？,2018-12-03 13:40:06,还可以啊,2018-12-03 13:40:06,2018-12-03 13:40:10
软的还是硬的,2018-01-15 16:53:50,软的,2018-01-13 07:07:08,2018-01-13 07:07:20
橄榄形和月牙形s的哪个更窄？更隐形？,2018-11-23 11:42:28,橄榄形的好很多,2018-11-23 11:42:28,2018-11-23 11:42:35
肉眼泡称的起来吗,2018-09-02 23:52:48,撑不起来,2018-09-02 23:52:48,2018-09-02 23:53:10
我是内双，眼睛较小，第一次用，买宽的好还是窄的好？,2018-12-09 20:49:28,内双买橄榄形的吧，能撑起来,2018-12-09 20:49:28,2018-12-09 20:49:30
请问眼皮贴上自带胶水没？,2018-03-25 18:11:23,这个是粘的可以直接贴。不是那种蕾丝的需要粘胶水才能用,2018-03-25 18:11:23,2018-03-25 18:11:30
适合单眼皮吗,1970-01-01 08:00:00,夜里贴白天不贴可以吗,2019-04-11 14:02:48,2019-04-11 14:02:55
深肤色还是浅肤色？会反光吗？,2018-03-19 12:42:28,深色的,2018-03-19 12:42:28,2018-03-19 12:42:35
这个网状单面橄榄型的单眼皮撑的起来吗,2017-11-04 22:58:18,手残党表示还可以,2017-11-04 22:58:18,2017-11-04 22:58:25
发什么快递,1970-01-01 08:00:00,为什么没有胶水,2018-10-26 00:10:16,2018-10-26 00:10:20
就是不带弯，不好了,2019-03-23 12:33:35,我都是一剪刀斜剪下成两半用的，这样两边不会露尖角，而且还更方便随眼形边迹粘贴了！,2019-03-23 12:33:30,2019-03-23 12:33:35
姐妹们教教我这个怎么贴？为什么我的贴完单眼皮还肿眼泡,2019-03-23 12:35:50,早上都是肿的，试粘时最好选下午或晚上先试试角度,2019-03-23 12:35:47,2019-03-23 12:35:50
我为甚么贴了后感觉会移位 你们有这样的情况吗,2019-04-06 11:31:45,眼皮上的油要擦干，不能有粉,2019-04-05 09:40:27,2019-04-05 09:40:30
会不会弄好之后一眨眼会变成原来的样子,2018-09-12 23:01:02,这倒是不会，不过戴久了之后会往下移,2018-09-12 23:01:02,2018-09-12 23:01:25
小仙女们，你们都是怎么撕下来的，每次撕下来都会翘角，有什么妙招吗？,2019-10-19 05:19:06,边角边对折一下再弄,2019-10-19 01:18:57,2019-10-19 05:19:06
