ask_content,lastAnswerTime,reply_content,replycreatedTime,replymodifiedTime
能吸胡子吗？,2018-12-12 10:37:52,能吸一切,2018-12-12 10:37:52,2018-12-12 10:38:00
能不能吸脓疱,2018-06-30 14:58:42,不能,2018-06-30 14:58:42,2018-06-30 14:59:05
这个效果好吗,2019-03-29 23:42:15,效果不错，吸力超强,2019-03-29 23:42:08,2019-03-29 23:42:15
请问可以吸脸上的痘痘吗,2018-11-23 08:27:56,这个还能吸痘痘  我都是用来吸鼻屎的,2018-11-23 08:27:56,2018-11-23 08:28:00
黑头吸得干净吗,2019-03-18 14:48:35,还行吧，要用温水敷一下，把毛孔打开,2019-03-18 14:48:30,2019-03-18 14:48:35
皮肤里面油脂污垢白白的可以吸出来吗,2018-11-22 11:04:22,可以,2018-11-22 11:04:22,2018-11-22 11:04:25
需要搭配什么产品一起吗？,2019-10-08 13:03:25,我皮肤很油 所以不用 洗完用热毛巾敷一下 再吸,2019-09-12 10:41:02,2019-09-12 11:33:56
这个吸鼻子会疼吗？什么感觉呢！,2018-05-11 16:43:07,感觉到有脏东西出来,2018-05-11 16:43:07,2018-05-11 16:43:30
真的不伤皮肤吗？吸力大不大,2018-12-18 11:16:48,吸力可以调节,2018-12-18 11:16:48,2018-12-18 11:16:55
质量怎么样？好用吗？,2019-05-08 09:03:25,质量很好,2019-02-28 15:48:11,2019-02-28 15:48:15
顽固黑头能吸干净吗,2019-01-19 15:09:01,可以吸出来的，比较干净,2019-01-19 15:09:01,2019-01-19 15:09:05
会不会吸的有淤青什么的？,2018-06-14 15:28:58,吸的时候不要停太久，几乎不会,2018-03-30 15:27:57,2018-03-30 17:49:14
最小档还是容易吸红，大家怎么防止被吸红的呢？,2019-01-19 16:44:26,我用挺好的，按照说明用，也可以问下客服，他们家客服还是挺好的,2019-01-19 16:44:26,2019-01-19 16:44:30
是不是用别的产品让黑头浮起来就可以吸得比较干净了&hellip;还是绝对吸不干净的啊&hellip;可以用来吸脸上的毛孔吗&hellip;,2019-03-14 12:34:12,先用导出液再吸,2019-03-14 12:34:12,2019-03-14 12:34:15
怎么清洗吸头？就抹掉就可以了？,2019-01-19 15:19:25,清水冲洗就可以，再用纸巾擦试一下,2019-01-19 15:19:25,2019-01-19 15:19:30
除了更换透明塑料头，机器里面可以清洁吗？,2019-01-17 09:50:50,不可以,2019-01-06 10:06:13,2019-01-06 10:06:15
怎么使用的？粉刺能吸出来吗？,2019-08-10 00:44:38,可以的。脸都红了,2019-08-09 23:39:34,2019-08-10 00:44:38
好不好用吗？,2019-03-13 03:39:40,好用，很喜欢。,2019-03-13 03:39:40,2019-03-13 03:39:45
好用不，效果怎么样，,2019-03-20 19:57:35,用很大力才出来一点点，很鸡肋！不如用暗疮针,2019-03-20 19:57:32,2019-03-20 19:57:35
真的有用吗？不要拖,2019-03-13 19:04:22,看肤质，脸蛋嫩的估计不行，我的粗，好用，哈哈。不过深的还是得乖乖用针，吸不了,2019-03-13 19:04:22,2019-03-13 19:04:25
请问 用这个影响会影响我风华绝代的容颜吗,2019-01-19 15:12:28,下手轻一点就不会,2018-10-16 16:55:11,2018-10-16 16:55:20
这可以吸出黑头吗,2019-03-13 03:41:56,可以,2019-03-13 03:41:56,2019-03-13 03:42:00
没有什么效果,2019-07-21 05:59:18,没用,2019-07-09 13:48:34,2019-07-09 13:48:40
真的管用吗？,2019-03-22 07:30:10,吸黑头粉刺没什么作用，但是每次都能吸出很多油脂。,2019-03-22 07:30:07,2019-03-22 07:30:10
男的可以用吗？,2019-01-16 14:49:01,可以,2019-01-16 14:49:01,2019-01-16 14:49:05
有声音的嘛？？？？有没有效果 能不能吸出来,2019-03-13 03:43:08,没什么声，可以吸岀,2019-03-13 03:43:07,2019-03-13 03:43:10
这个能吸收日月之精华么？输出精华返老还童不？,2019-03-15 04:35:15,能，你得学会洗洗睡,2019-03-15 04:35:10,2019-03-15 04:35:15
东西好用吗？有没有效果一周大概吸几次！吸力大不大,2019-03-03 13:34:29,挺好用的吸力大真能吸出来,2019-03-03 13:34:29,2019-03-03 13:34:35
这有用吗？,2018-10-02 08:57:32,不於的话，吸不出，要吸出来大抵是要於的。用过一次，后来没有再用,2018-10-02 08:57:32,2018-10-02 08:57:55
如果叫你用面膜和这个那个好用呢？你觉得哪个,2018-12-29 10:15:26,效果不错。,2018-12-29 10:15:26,2018-12-29 10:15:30
皮肤青紫多久可以消,2018-12-29 10:15:41,效果不错,2018-12-29 10:15:41,2018-12-29 10:15:45
用完效果怎么样？,2019-06-23 12:28:05,好满意！,2019-06-23 12:27:58,2019-06-23 12:28:05
这个可以吸出来黑头吗？一周大约要吸几次？,2019-02-19 08:50:54,这个宜你个而定，我是三天一回,2019-02-19 08:50:53,2019-02-21 13:14:06
这个东西好用还是那种撕拉的面膜好用,2019-07-30 12:13:25,个人感觉还不错,2019-07-30 12:13:19,2019-07-30 12:13:25
除了吸黑头，能吸粉刺嘛,2019-03-17 06:12:20,可以吸的出来。,2019-03-13 03:31:20,2019-03-13 03:31:25
吸的痛吗，干净吗,2019-04-16 15:20:55,不痛，效果很好，吸了以后瞬间感觉干净很多&hellip;&hellip;,2019-04-16 15:20:50,2019-04-16 15:20:55
请问你们个人建议买吗？,2019-01-19 15:04:23,建议购买  比去美容店省劲多了,2019-01-19 15:04:23,2019-01-19 15:04:25
能吸出黑头吗,2019-03-31 12:02:55,不能，吸粉刺可以,2019-03-31 12:02:48,2019-03-31 12:02:55
效果明显吗,2019-03-21 11:17:05,用了几次，不太明显,2019-03-21 11:17:01,2019-03-21 11:17:05
背上的痤疮能吸出来吗？,2018-11-15 12:13:13,痤疮不能吸，背上我也有痤疮，背上的痤疮是因为床上有螨虫，so买点杀螨虫的喷雾喷床上就好了。,2018-11-15 12:13:13,2018-11-15 12:13:15
高中生能不能用,2019-07-06 17:31:15,可以,2019-07-06 17:31:10,2019-07-06 17:31:15
吸黑头后，可不可以擦化妆品？,2018-12-18 11:16:11,可以,2018-12-18 11:16:11,2018-12-18 11:16:15
可以吸出螨虫吗,2019-05-08 16:33:45,好像吸不出来,2019-05-03 20:09:36,2019-05-03 20:09:40
怎么用？？？,2019-01-19 15:02:53,看说明，或者问客服，,2019-01-19 15:02:53,2019-01-19 15:02:55
男用这个吸闭合性粉刺，用过的有效果吗？,2018-08-23 21:04:50,还行吧，我是没啥效果,2018-08-23 21:04:50,2018-08-23 21:04:55
吸力大吗大家感觉买这好还是买鼻贴好,2019-01-19 15:25:49,感觉这个比鼻贴方便,2019-01-19 15:25:49,2019-01-19 15:25:55
这个奇怪的圆柱体可以拿来做坏事吗,2018-12-29 10:15:11,效果不错,2018-12-29 10:15:11,2018-12-29 10:15:15
这个产品是什么品牌？看着像三无产品,2019-01-19 16:46:34,不是三无产品啊，效果挺好的，黑头吸出来了p,2019-01-19 16:46:34,2019-01-19 16:46:40
真的真的有用吗？有些人说没有用，很犹豫,2019-07-23 19:16:05,确实有用,2019-07-23 19:16:02,2019-07-23 19:16:05
男生鼻子上的顽固黑头可以吸出来吗？ 油性皮肤。,2019-07-06 17:30:55,可以,2019-07-06 17:30:51,2019-07-06 17:30:55
效果怎么样？毛孔会不会变大呀,2019-05-24 14:39:11,注意过程就不会变大,2019-05-01 11:08:44,2019-05-01 11:08:50
用了有副作用吗？对面部有没有什么其它的伤害,2019-01-19 15:26:39,力道适中 没有什么伤害,2019-01-19 15:26:39,2019-01-19 15:26:45
怎么用的。直接吸黑头么,2018-09-16 20:10:21,是的,2018-08-23 19:51:25,2018-08-23 19:51:40
毛孔堵塞能吸出来吗？,2019-01-19 15:14:33,立竿见影是不可能的，坚持使用效果挺不错的,2019-01-19 15:14:33,2019-01-19 15:14:35
能吸豆豆吗？,2018-09-27 22:43:44,还不错,2018-09-27 22:43:44,2018-09-27 22:44:10
这个具体怎么使用,2019-08-19 15:22:57,换大口的吸力大,2019-07-05 02:12:44,2019-07-05 02:12:50
毛孔會大嗎,2018-10-03 11:55:09,不会，挺好用的，每周用一次就行，用的时候轻一点，不然脸上会有痕迹，两天才能消。,2018-10-03 11:55:09,2018-10-03 11:55:25
请问这款吸黑头效果怎么样？好用吗？,2019-06-22 10:42:05,也要用一段时间才知道,2019-03-31 16:35:53,2019-03-31 16:35:55
会造成毛孔粗大吗？和鼻贴有区别吗？效果持久吗？,2018-07-29 14:06:19,看个人，你喜食油腻的话，要做好长期清理的准备,2018-07-29 14:06:19,2018-07-29 14:06:43
可以在脖子上吸吻痕吗？,2018-09-01 18:44:20,没试过，可以试试,2018-09-01 18:44:20,2018-09-01 18:44:25
这个用之前需要先清洁脸吗,2019-04-16 15:21:25,当然需要清洁脸部，然后效果会很好,2019-04-16 15:21:22,2019-04-16 15:21:25
效果怎么样？,2019-04-07 16:09:05,个人感觉还是不错的，最近没有使用,2019-03-25 11:17:35,2019-03-25 11:17:40
真的可以吸出吗,2019-05-26 08:09:50,可以，但感觉吸不完,2019-04-01 20:25:26,2019-04-01 20:25:30
效果怎么样,2019-04-18 12:49:05,长期效果不知道，当时用着挺润的，白白的，防晒效果因为用的少不清楚，我只用于脖子！,2019-04-18 12:49:02,2019-04-18 12:49:05
脸上那些挤不出来的黑头能吸出来吗,2018-09-24 05:54:12,吸哈鼻子上面的细毛毛是可以的,2018-08-20 22:10:48,2018-08-20 22:11:18
这个东西怎么样  能不能吸出来  好不好用,2019-09-09 03:33:52,我觉很还可以,2019-09-08 21:08:30,2019-09-09 03:33:52
会不会毛孔粗大,2019-09-02 15:41:53,不知道，给男朋友用的，我的不是很多，所以我不用,2019-08-30 08:17:44,2019-08-30 10:40:14
效果怎么样，好用嘛,2019-04-18 12:52:45,可以吧，看个人脸部的皮肤情况，平时保养的好，就很好用。,2019-03-29 23:35:23,2019-03-29 23:35:25
你好，能吸黑头吗？,2018-09-22 19:28:26,能 可以 吸力强劲,2018-07-16 13:15:27,2018-07-16 13:15:50
黑头吸出来以后会，有坑吗？,2018-08-18 10:02:38,洗完收缩毛孔,2018-08-18 10:02:38,2018-08-18 10:02:45
真吸出黑头吗就是一些老顽固的黑头鼻贴用都吸不出来感觉比较深黑头能吸出吗？,2019-06-22 16:30:05,吸之前用导出液敷一下，手法到位就很好吸,2019-06-22 16:29:59,2019-06-22 16:30:05
导出液要怎么敷啊 说要化妆棉 但是没有化妆棉怎么办,2019-03-19 16:44:45,可以用在纸巾上然后擦,2019-03-18 10:08:40,2019-03-18 10:08:45
能吸痘痘吗？,2018-09-28 14:38:04,先扎一下，把痘痘扎破，再吸。,2018-08-24 10:47:46,2018-08-24 10:48:05
质量不错真的好用,2019-03-23 14:40:50,买来用了一次没有什么作用,2019-03-23 14:40:44,2019-03-23 14:40:50
真的好用吗？,2018-07-17 13:02:45,好用,2018-06-22 10:12:52,2018-06-22 10:13:00
多久用一次比较合理,2019-01-19 15:10:35,一个星期左右就可以吸一下黑头的,2019-01-19 15:10:35,2019-01-19 15:10:40
闭合性的能不能吸出来,2018-07-29 14:03:09,不能,2018-07-19 18:39:22,2018-07-19 18:39:40
能吸干净吗？用法简单吗？,2019-03-25 23:30:25,越用毛孔越大,2019-03-25 23:30:20,2019-03-25 23:30:25
东西好用吗,2019-04-03 18:51:20,屁用没有,2019-04-03 18:51:16,2019-04-03 18:51:20
直接吸 就能吸出来吗  我只想直接吸,2018-08-22 22:28:27,用到出液效果蛮好，要自己另外买，商家送的不怎么样,2018-07-17 13:08:27,2018-07-17 13:08:45
吸的时候疼吗，会不会毛孔粗大,2018-08-24 10:49:28,不会，挺好用的,2018-07-26 08:43:00,2018-07-26 08:43:10
会不会把皮肤吸松,2018-11-30 10:44:17,可以吸出来油脂,2018-11-30 10:44:17,2018-11-30 10:44:20
每隔多少时间吸黑头合适,2018-09-14 22:06:28,看你的肤质，油性皮肤一周一次,2018-08-13 20:41:15,2018-08-13 20:41:31
这个新疆不能送么？？？什么原因啊！！！,2019-09-06 17:18:22,太远了,2019-09-06 16:41:09,2019-09-06 17:18:22
用过之后效果怎么样,2019-05-06 17:56:05,用小力吸的效果不好。用大力我的脸会吸紫了。,2019-05-05 14:05:46,2019-05-05 14:05:50
请问这个能吸出黑头吗？,2019-04-24 09:10:45,能吸出来,2019-04-15 22:07:53,2019-04-15 22:07:55
每天都可以用吗，会不会对皮肤有影响,2019-04-18 12:47:15,我没有每天用，我很少用，除非出门晒太阳，就用了几次。,2019-04-18 12:47:13,2019-04-18 12:47:15
吸的时候疼不疼？,2019-03-28 17:10:55,不疼,2019-03-27 14:16:41,2019-03-27 14:16:45
吸黑头效果好吗,2019-03-24 20:51:15,很不错,2019-03-24 20:51:09,2019-03-24 20:51:15
好用吗，方便不,2019-03-28 12:27:30,用是还可以,2019-03-23 17:36:32,2019-03-23 17:36:40
吸胡子可以吗？,2018-07-02 00:00:53,可以的！剃完后可以当吸尘器使用！,2018-07-02 00:00:53,2018-07-02 00:01:15
吸完黑头不用涂什么产品修复吗,2019-03-30 16:34:35,看你体质了 我鼻沟跟拔罐了一样,2019-03-30 16:34:33,2019-03-30 16:34:35
除了鼻子，脸上其他的部位可以吸吗？,2019-03-18 15:32:25,可以,2019-03-18 10:32:59,2019-03-18 10:33:05
多久能看出效果,2019-03-29 21:15:00,用了会红鼻子，自己太大，一不出来的，还不如用手，,2019-03-17 17:11:59,2019-03-17 17:12:05
一般充电要充多久？充一次电可以用多久？,2019-01-19 16:47:33,买回来用了几次还有电，没充，看样子挺经用的,2019-01-19 16:47:33,2019-01-19 16:47:35
这个怎么用,2018-10-30 13:30:49,通过最近使用发现，最佳的办法是在洗过澡后脸上先不要擦太干，稍微有点水的时候吸，可以吸好多，然后再用收敛水收敛毛孔，吸力先从最小档用起，吸力比较大，吸同一个地方的时间不要太长，以免引起肌肤变红。,2018-09-20 10:28:07,2018-09-20 10:28:20
请问效果怎样？能吸出来吗,2019-04-12 23:00:30,坏了,2019-03-31 19:56:58,2019-03-31 19:57:05
黑头能吸干净吗？毛孔会不会变大,2019-04-24 20:08:50,吸不干净,2019-04-24 20:08:44,2019-04-24 20:08:50
效果怎么样？好用吗？,2019-03-25 16:25:05,挺好的,2019-03-20 08:39:09,2019-03-20 08:39:15
会不会让你越吸越大，最后大毛孔大到爆？,2019-01-19 15:13:11,不会的，不会越吸越大，大到爆更不会,2019-01-19 15:13:11,2019-01-19 15:13:15
有多大的声音？？？跟什么的声音差不多的？,2018-05-27 20:09:43,不好用 有害无益,2018-05-27 20:09:43,2018-05-27 20:09:45
毛孔会变大嘛,2019-01-19 15:22:39,目前只用了一次，吸力很大，可能步骤没有搞对，效果不是很明显。皮肤皮肤会发红，因为我是直接吸着在脸上拖动的，一会儿就散了。后续再试两次看看。主要这个东西还有其他功用，不只是去黑头，还可以磨皮拉脸。,2018-02-19 15:35:10,2018-02-20 16:57:20
深层吸黑头鼻膜是什么时候用？,2018-09-20 17:18:38,吸完之后用,2018-09-20 17:18:38,2018-09-20 17:18:45
有软头的吗,2019-01-19 15:20:04,没有，但是也很好用。,2019-01-19 15:20:04,2019-01-19 15:20:05
要用多久啊,2019-04-06 15:14:05,吸干净就可以了,2019-03-30 18:52:29,2019-03-30 18:52:35
有用嘛，想那个呢，给点意见,2018-06-13 09:53:52,讲真话，效果肯定比面膜好，直接吸出来，但是使用舒适度不咋地，作为男人的我肯定是够了，但是女孩子建议去美容院做深度护理,2018-06-13 09:53:52,2018-06-13 09:54:15
过滤海绵怎么更换，去那买？,1970-01-01 08:00:00,吸出的效果好吗,2019-06-20 20:15:48,2019-06-20 20:15:55
见效快吗，,2019-05-08 09:11:20,还不错的呢,2019-04-20 10:31:50,2019-04-20 10:31:55
真的好用吗，质量怎么样,2019-05-07 18:25:15,还可以，,2019-04-05 20:25:19,2019-04-05 20:25:25
可以天天使用吗,2019-05-17 13:06:05,最好不要天天用,2019-04-03 12:34:52,2019-04-03 12:34:55
操作起来容易吗，皮肤会痛吗，黑头吸出来，毛孔会大码,2019-03-21 17:08:30,不会痛的，很好用,2019-03-21 17:08:25,2019-03-21 17:08:30
怎么把黑头吸出来,2019-03-18 15:03:20,说明上很详细。按说明用。很好用的。能吸出黑头,2019-03-18 12:34:01,2019-03-18 12:34:05
老板，这东西使用后毛孔会不会\n大,2019-04-09 09:23:30,会的,2019-04-09 09:23:25,2019-04-09 09:23:30
效果怎么样,2019-04-03 13:59:25,有用，一个星期用一次,2019-04-02 10:36:32,2019-04-02 10:36:35
粉刺可以希出来吗,2018-05-30 11:44:31,不乍得，,2018-05-30 11:44:31,2018-05-30 11:44:45
我脸上的黑头多  真的都能吸干净吗？,2019-06-20 05:33:20,可以的,2019-03-25 03:07:07,2019-03-25 03:07:10
好用吗,2019-05-07 18:08:15,好,2019-04-14 05:27:20,2019-04-14 05:27:25
吸力大吗，好用吗,2019-04-28 14:12:20,跟拔火罐似的。,2019-04-28 07:46:50,2019-04-28 07:46:55
这个有用吗，能吸出来不？,2019-05-08 09:10:55,能的很好用,2019-05-08 09:10:51,2019-05-08 09:10:55
吸黑头效果如何,2019-05-08 21:36:50,跟手法有关系用好了可以吸出很多,2019-04-05 20:28:33,2019-04-05 20:28:40
这个有用吗？能吸出来不？,2019-06-19 16:49:00,不能，一点用也没有,2019-05-12 08:20:14,2019-05-12 08:20:20
好用不，效果怎么样,2019-05-13 17:09:45,效果还可以，就是有的疼,2019-05-13 17:09:38,2019-05-13 17:09:45
能吸出黑头吗？效果好吗？吸的干净吗？,2019-05-13 18:35:45,不能，,2019-05-13 18:35:38,2019-05-13 18:35:45
可以把黑头吸出来吗？,2019-05-17 21:13:40,刚刚试了一下，还凑合吧！大头的能吸出一点，还不熟练，吸力太大，很担心皮肤松弛,2019-05-17 21:13:37,2019-05-17 21:13:40
吸黑头真的有效果吗,2019-03-25 18:30:30,没有多大用，充了电不用就没电了。,2019-03-25 18:30:26,2019-03-25 18:30:30
吸黑头效果怎么样,2019-05-26 16:06:15,效果好,2019-04-01 14:13:12,2019-04-01 14:13:15
吸黑头效果怎么样啊,2019-05-26 08:10:00,不怎么地,2019-04-02 01:02:48,2019-04-02 01:02:55
好用吗 毛孔大吗,2019-06-17 23:27:35,好用 不大,2019-04-10 12:16:35,2019-04-10 12:16:40
可以吸出来吗,2019-06-17 08:57:35,可以,2019-06-17 08:57:30,2019-06-17 08:57:35
吸完毛孔会变大吗,2019-05-01 11:07:55,吸完必须用收缩水,2019-05-01 11:07:49,2019-05-01 11:07:55
吸会毛孔不会变大吧？,2019-03-30 09:18:30,不大,2019-03-30 09:18:24,2019-03-30 09:18:30
效果怎么样？,2019-05-04 10:11:20,很好，特别是吸鼻子的黑头,2019-05-04 10:11:14,2019-05-04 10:11:20
这个吸黑头有效果吗？能不能吸干净？,2019-03-28 07:56:40,这个挺好用的，我都用了好久了,2019-03-28 07:56:35,2019-03-28 07:56:40
这个效果好吗,2019-03-31 13:18:50,吸不出来,2019-03-31 13:18:46,2019-03-31 13:18:50
真的吸得出黑头白头吗？,2019-04-01 11:11:55,我用着是可以吸出来的,2019-04-01 11:11:51,2019-04-01 11:11:55
用几次能把黑头全都吸出来,2018-06-14 15:31:17,几次都吸不出来,2018-06-14 15:31:17,2018-06-14 15:31:20
真的吸得干净吗？效果好不好啊？,2019-04-02 09:17:00,还不错的,2019-04-02 09:16:54,2019-04-02 09:17:00
使用后毛孔会大吗？疼不疼,2019-04-02 22:09:10,不疼，很好用,2019-04-02 22:09:07,2019-04-02 22:09:10
能吸出黑头吗？效果好不好啊,2019-04-05 13:27:15,不够力的、吸不出来,2019-04-05 13:27:12,2019-04-05 13:27:15
能吸收干净吗,2019-04-03 12:02:15,可以,2019-04-03 12:02:08,2019-04-03 12:02:15
吸出来的黑头好吃吗？,2018-06-14 13:26:07,哈哈哈！你想干嘛？,2018-06-14 13:26:07,2018-06-14 13:26:20
吸黑头的时候痛不痛啊，要配合什么使用好点呢,2019-03-30 16:35:05,不痛的  配合他给的吸黑头导出液和修复液就可以用了,2019-03-30 16:35:00,2019-03-30 16:35:05
这个效果怎么样啊,2019-06-08 22:22:20,刚开始一两次不错，后面就没有什么东西吸出来了,2019-06-08 22:22:16,2019-06-08 22:22:20
有效果吗？,2019-06-08 15:31:50,有是有，但是伤鼻子，稍微使劲了，就会给鼻子留一个很黑的疤，要好几天才好，而且过不两天，又长黑头,2019-06-08 15:31:46,2019-06-08 15:31:50
真的可以吸出来吗？毛孔大吗,2019-06-17 07:12:00,可以,2019-06-17 07:11:56,2019-06-17 07:12:00
效果怎么样,2019-06-15 07:32:15,可以吸出黑头,2019-06-15 07:32:08,2019-06-15 07:32:15
请问这款吸黑头的效果明显吗,2019-03-25 02:43:10,很好，效果明显,2019-03-25 02:43:05,2019-03-25 02:43:10
真的可以把黑头吸出来吗,2019-03-28 23:59:10,可以的,2019-03-28 23:59:05,2019-03-28 23:59:10
用了效果怎么样？,2019-06-21 00:58:00,作用很小,2019-06-21 00:57:54,2019-06-21 00:58:00
有副作用吗,2019-03-23 08:13:50,没有哦,2019-03-23 08:13:46,2019-03-23 08:13:50
效果怎么样？,2019-05-08 02:41:15,吸力很小，不建议买，没什么用,2019-05-08 02:41:08,2019-05-08 02:41:15
效果好嘛，脸上的痘痘可以用吗,2019-05-09 10:28:15,痘痘用不了，我买了就用一次，效果一般,2019-05-09 10:28:11,2019-05-16 14:39:33
这真能吸出来吗,2019-05-09 14:51:20,嗯真的可以吸,2019-05-09 14:51:15,2019-05-09 14:51:20
可以吸出来吗,2019-05-09 11:43:55,可以,2019-05-09 11:43:49,2019-05-09 11:43:55
这个吸黑头的效果怎么样啊？,2019-05-11 10:01:35,我是闭口粉刺比较多，感觉没多大用,2019-05-11 10:01:31,2019-05-11 10:01:35
真的能吸出黑头么？,2019-05-12 01:24:20,嗯，粉刺 能,2019-05-12 01:24:15,2019-05-12 01:24:20
效果怎么样,2019-05-12 01:22:25,还行，挺好的,2019-05-12 01:22:22,2019-05-12 01:22:25
效果怎么样,2019-05-12 01:23:20,还行，挺好的！,2019-05-12 01:23:17,2019-05-12 01:23:20
这款产品保证质量多长时间,2019-05-11 07:19:50,还没有用,2019-05-11 07:19:43,2019-05-11 07:19:50
效果怎么样,2019-05-13 00:25:15,没用的，一点都吸不出来,2019-05-13 00:25:12,2019-05-13 00:25:15
